period,revenue,net_profit,roe,gross_margin,net_margin,asset_liability_ratio,current_ratio,period_date,year,source,symbol,name,sector
2009-06-30,3552000000.0000005,266000000.0,8.14,29.56,7.53,41.96,2.06,2009-06-30,2009.0,stock_financial_abstract_ths,000538,云南白药,中药
2009-09-30,5310000000.0,411000000.00000006,0.0,28.98,7.78,39.18,2.16,2009-09-30,2009.0,stock_financial_abstract_ths,000538,云南白药,中药
2009-12-31,7172000000.0,604000000.0,17.98,30.35,8.49,39.56,2.29,2009-12-31,2009.0,stock_financial_abstract_ths,000538,云南白药,中药
2010-03-31,2132999999.9999998,167000000.0,4.57,27.52,7.94,41.9,2.15,2010-03-31,2010.0,stock_financial_abstract_ths,000538,云南白药,中药
2010-06-30,4502000000.0,430999999.99999994,11.36,29.92,9.58,42.08,2.09,2010-06-30,2010.0,stock_financial_abstract_ths,000538,云南白药,中药
2010-09-30,6661000000.0,654000000.0,16.75,29.99,9.83,41.81,2.21,2010-09-30,2010.0,stock_financial_abstract_ths,000538,云南白药,中药
2010-12-31,10075000000.0,926000000.0,23.07,30.48,9.19,42.17,2.1,2010-12-31,2010.0,stock_financial_abstract_ths,000538,云南白药,中药
2011-03-31,2457000000.0,225000000.0,4.98,26.12,9.17,43.47,2.02,2011-03-31,2011.0,stock_financial_abstract_ths,000538,云南白药,中药
2011-06-30,5074000000.0,564000000.0,12.01,31.87,11.12,43.78,2.01,2011-06-30,2011.0,stock_financial_abstract_ths,000538,云南白药,中药
2011-09-30,7742000000.0,859000000.0,17.74,31.02,11.1,43.47,2.03,2011-09-30,2011.0,stock_financial_abstract_ths,000538,云南白药,中药
2011-12-31,11312000000.0,1211000000.0,24.29,29.97,10.7,38.89,2.21,2011-12-31,2011.0,stock_financial_abstract_ths,000538,云南白药,中药
2012-03-31,2832000000.0,288000000.0,5.1,28.32,10.37,40.3,2.14,2012-03-31,2012.0,stock_financial_abstract_ths,000538,云南白药,中药
2012-06-30,6142000000.0,720000000.0,12.24,28.55,11.93,38.14,2.27,2012-06-30,2012.0,stock_financial_abstract_ths,000538,云南白药,中药
2012-09-30,9660000000.0,1122000000.0,18.36,30.19,11.77,39.13,2.23,2012-09-30,2012.0,stock_financial_abstract_ths,000538,云南白药,中药
2012-12-31,13815000000.0,1583000000.0,25.16,30.02,11.56,34.1,2.55,2012-12-31,2012.0,stock_financial_abstract_ths,000538,云南白药,中药
2013-03-31,3349000000.0,375000000.0,5.13,28.75,11.2,36.58,2.4,2013-03-31,2013.0,stock_financial_abstract_ths,000538,云南白药,中药
2013-06-30,7311000000.0,936999999.9999999,12.34,30.2,12.81,38.91,2.26,2013-06-30,2013.0,stock_financial_abstract_ths,000538,云南白药,中药
2013-09-30,11229000000.0,1759000000.0,22.27,30.83,15.69,32.95,2.68,2013-09-30,2013.0,stock_financial_abstract_ths,000538,云南白药,中药
2013-12-31,15815000000.0,2321000000.0,28.94,29.7,14.68,29.91,2.98,2013-12-31,2013.0,stock_financial_abstract_ths,000538,云南白药,中药
2014-03-31,4159000000.0000005,504000000.0,5.38,30.26,12.14,29.5,3.02,2014-03-31,2014.0,stock_financial_abstract_ths,000538,云南白药,中药
2014-06-30,8627000000.0,1130000000.0,11.75,29.97,13.1,28.15,3.17,2014-06-30,2014.0,stock_financial_abstract_ths,000538,云南白药,中药
2014-09-30,13318000000.0,1945000000.0,19.59,30.34,14.56,27.01,3.33,2014-09-30,2014.0,stock_financial_abstract_ths,000538,云南白药,中药
2014-12-31,18814000000.0,2506000000.0,24.86,30.16,13.27,30.88,3.57,2014-12-31,2014.0,stock_financial_abstract_ths,000538,云南白药,中药
2015-03-31,4709000000.0,561000000.0,4.85,29.36,11.93,30.23,3.64,2015-03-31,2015.0,stock_financial_abstract_ths,000538,云南白药,中药
2015-06-30,9543000000.0,1255000000.0,10.53,30.6,13.12,29.08,3.79,2015-06-30,2015.0,stock_financial_abstract_ths,000538,云南白药,中药
2015-09-30,14688000000.0,2142000000.0000002,17.49,31.38,14.53,31.39,3.4,2015-09-30,2015.0,stock_financial_abstract_ths,000538,云南白药,中药
2015-12-31,20738000000.0,2771000000.0,22.43,30.53,13.29,29.87,3.61,2015-12-31,2015.0,stock_financial_abstract_ths,000538,云南白药,中药
2016-03-31,5170000000.0,622000000.0,4.49,28.69,12.0,29.45,3.66,2016-03-31,2016.0,stock_financial_abstract_ths,000538,云南白药,中药
2016-06-30,10452000000.0,1388000000.0,9.83,30.11,13.25,33.46,3.67,2016-06-30,2016.0,stock_financial_abstract_ths,000538,云南白药,中药
2016-09-30,16288000000.0,2360000000.0,16.35,31.01,14.47,33.16,3.66,2016-09-30,2016.0,stock_financial_abstract_ths,000538,云南白药,中药
2016-12-31,22411000000.0,2920000000.0,20.03,29.86,13.08,35.56,3.28,2016-12-31,2016.0,stock_financial_abstract_ths,000538,云南白药,中药
2017-03-31,5909000000.0,725000000.0,4.47,30.53,12.15,34.45,3.39,2017-03-31,2017.0,stock_financial_abstract_ths,000538,云南白药,中药
2017-06-30,11960000000.0,1565000000.0,9.48,31.78,13.0,33.19,3.53,2017-06-30,2017.0,stock_financial_abstract_ths,000538,云南白药,中药
2017-09-30,18008000000.0,2605000000.0,15.47,31.82,14.42,34.02,3.41,2017-09-30,2017.0,stock_financial_abstract_ths,000538,云南白药,中药
2017-12-31,24315000000.0,3145000000.0,18.55,31.19,12.88,34.51,3.34,2017-12-31,2017.0,stock_financial_abstract_ths,000538,云南白药,中药
2018-03-31,6337000000.0,806000000.0,4.35,30.46,12.72,33.74,3.41,2018-03-31,2018.0,stock_financial_abstract_ths,000538,云南白药,中药
2018-06-30,13144999999.999998,2069000000.0000002,8.61,30.44,12.54,33.13,3.45,2018-06-30,2018.0,stock_financial_abstract_ths,000538,云南白药,中药
2018-09-30,19977000000.0,3296000000.0,14.26,30.41,13.8,33.79,3.37,2018-09-30,2018.0,stock_financial_abstract_ths,000538,云南白药,中药
2018-12-31,27017000000.0,3494000000.0,17.37,30.55,12.32,34.42,2.68,2018-12-31,2018.0,stock_financial_abstract_ths,000538,云南白药,中药
2019-03-31,7006000000.0,1957000000.0,3.97,28.3,12.12,32.36,2.83,2019-03-31,2019.0,stock_financial_abstract_ths,000538,云南白药,中药
2019-06-30,13897000000.0,2247000000.0,5.57,29.04,16.14,24.51,3.81,2019-06-30,2019.0,stock_financial_abstract_ths,000538,云南白药,中药
2019-09-30,21646000000.0,3542000000.0,8.7,29.7,16.34,24.03,3.85,2019-09-30,2019.0,stock_financial_abstract_ths,000538,云南白药,中药
2019-12-31,29664999999.999996,4184000000.0000005,10.31,28.56,14.07,23.28,4.65,2019-12-31,2019.0,stock_financial_abstract_ths,000538,云南白药,中药
2020-03-31,7743000000.000001,1282000000.0,3.21,28.64,16.57,23.69,4.56,2020-03-31,2020.0,stock_financial_abstract_ths,000538,云南白药,中药
2020-06-30,15493000000.0,2454000000.0,6.24,28.97,15.83,25.23,4.25,2020-06-30,2020.0,stock_financial_abstract_ths,000538,云南白药,中药
2020-09-30,23931000000.0,4253000000.0,10.83,29.61,17.75,26.19,4.07,2020-09-30,2020.0,stock_financial_abstract_ths,000538,云南白药,中药
2020-12-31,32743000000.0,5516000000.0,14.46,27.75,16.83,30.56,3.15,2020-12-31,2020.0,stock_financial_abstract_ths,000538,云南白药,中药
2021-03-31,10328000000.0,763000000.0,1.94,28.51,7.38,26.95,3.59,2021-03-31,2021.0,stock_financial_abstract_ths,000538,云南白药,中药
2021-06-30,19083000000.0,1802000000.0,4.59,28.96,9.43,24.9,3.9,2021-06-30,2021.0,stock_financial_abstract_ths,000538,云南白药,中药
2021-09-30,28363000000.0,2451000000.0,6.46,28.04,8.65,26.95,3.56,2021-09-30,2021.0,stock_financial_abstract_ths,000538,云南白药,中药
2021-12-31,36374000000.0,2805000000.0,7.58,27.15,7.69,26.5,3.58,2021-12-31,2021.0,stock_financial_abstract_ths,000538,云南白药,中药
2022-03-31,9430000000.0,914000000.0,2.36,30.14,9.58,25.68,2.84,2022-03-31,2022.0,stock_financial_abstract_ths,000538,云南白药,中药
2022-06-30,18017000000.0,1500000000.0,3.89,29.0,7.58,25.47,2.82,2022-06-30,2022.0,stock_financial_abstract_ths,000538,云南白药,中药
2022-09-30,26916000000.000004,2305000000.0,6.03,28.21,7.95,26.64,2.72,2022-09-30,2022.0,stock_financial_abstract_ths,000538,云南白药,中药
2022-12-31,36488000000.0,3001000000.0,7.87,26.32,7.78,27.75,2.63,2022-12-31,2022.0,stock_financial_abstract_ths,000538,云南白药,中药
2023-03-31,10513000000.0,1518000000.0,3.87,27.42,14.42,26.82,2.73,2023-03-31,2023.0,stock_financial_abstract_ths,000538,云南白药,中药
2023-06-30,20309000000.0,2828000000.0,7.17,27.55,13.92,25.67,2.8,2023-06-30,2023.0,stock_financial_abstract_ths,000538,云南白药,中药
2023-09-30,29689000000.0,4122999999.9999995,10.48,27.37,13.89,25.21,2.88,2023-09-30,2023.0,stock_financial_abstract_ths,000538,云南白药,中药
2023-12-31,39111000000.0,4094000000.0,10.51,26.51,10.54,25.8,2.85,2023-12-31,2023.0,stock_financial_abstract_ths,000538,云南白药,中药
2024-03-31,10774000000.0,1702000000.0,4.18,29.98,15.77,26.85,2.77,2024-03-31,2024.0,stock_financial_abstract_ths,000538,云南白药,中药
2024-06-30,20455000000.0,3189000000.0,7.93,29.3,15.59,27.55,2.64,2024-06-30,2024.0,stock_financial_abstract_ths,000538,云南白药,中药
2024-09-30,29914999999.999996,4327000000.0,10.82,28.4,14.47,27.1,2.69,2024-09-30,2024.0,stock_financial_abstract_ths,000538,云南白药,中药
2024-12-31,40033000000.0,4749000000.0,11.99,27.9,11.91,26.55,2.66,2024-12-31,2024.0,stock_financial_abstract_ths,000538,云南白药,中药
2025-03-31,10841000000.0,1935000000.0000002,4.86,31.55,17.78,24.81,2.9,2025-03-31,2025.0,stock_financial_abstract_ths,000538,云南白药,中药
2025-06-30,21257000000.0,3633000000.0,9.09,30.86,17.15,25.73,2.74,2025-06-30,2025.0,stock_financial_abstract_ths,000538,云南白药,中药
2025-09-30,30654000000.000004,4777000000.0,11.92,30.06,15.62,25.36,2.73,2025-09-30,2025.0,stock_financial_abstract_ths,000538,云南白药,中药
2025-12-31,41187000000.0,5153000000.0,13.02,29.51,12.6,26.02,2.64,2025-12-31,2025.0,stock_financial_abstract_ths,000538,云南白药,中药
2026-03-31,11603000000.0,2037000000.0,4.96,30.63,17.5,25.31,2.74,2026-03-31,2026.0,stock_financial_abstract_ths,000538,云南白药,中药
