date,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover,adjust,source,symbol,name,sector
2019-01-02,25.6,24.18,25.6,24.01,29959,217641273.0,6.25,-4.88,-1.24,2.88,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-03,24.2,24.04,24.44,23.8,18278,131323627.0,2.65,-0.58,-0.14,1.75,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-04,23.69,24.45,24.69,23.56,27893,200818285.0,4.7,1.71,0.41,2.68,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-07,24.63,24.29,24.64,23.94,27785,200207241.0,2.86,-0.65,-0.16,2.67,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-08,24.29,24.01,24.29,23.79,21729,155134848.0,2.06,-1.15,-0.28,2.09,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-09,24.0,24.27,24.75,24.0,28444,206463856.0,3.12,1.08,0.26,2.73,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-10,24.24,24.35,24.63,24.13,18296,132361166.0,2.06,0.33,0.08,1.76,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-11,24.29,24.36,24.39,23.9,19990,143560530.0,2.01,0.04,0.01,1.92,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-14,24.41,24.01,24.41,24.01,14139,101654505.0,1.64,-1.44,-0.35,1.36,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-15,24.01,24.37,24.49,23.9,25016,179830356.0,2.46,1.5,0.36,2.4,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-16,24.37,24.43,24.61,24.13,22498,163169650.0,1.97,0.25,0.06,2.16,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-17,24.63,24.79,25.3,24.54,39619,292643472.0,3.11,1.47,0.36,3.8,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-18,24.8,25.52,25.6,24.8,41916,312219264.0,3.23,2.94,0.73,4.02,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-21,25.57,26.68,26.79,25.54,58381,451116608.0,4.9,4.55,1.16,5.6,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-22,26.74,25.94,26.74,25.72,38763,296861264.0,3.82,-2.77,-0.74,3.72,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-23,25.72,25.77,26.06,25.6,18635,141133207.0,1.77,-0.66,-0.17,1.79,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-24,25.78,26.18,26.4,25.63,27045,206330266.0,2.99,1.59,0.41,2.6,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-25,26.18,26.06,26.59,25.99,22952,176840230.0,2.29,-0.46,-0.12,2.2,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-28,26.06,25.25,26.28,24.94,31290,235371278.0,5.14,-3.11,-0.81,3.0,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-29,25.12,25.27,25.46,24.58,25868,191097918.0,3.49,0.08,0.02,2.48,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-30,25.26,26.06,26.37,25.23,39807,302745664.0,4.51,3.13,0.79,3.82,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-01-31,26.2,25.7,26.24,24.99,38041,286437936.0,4.8,-1.38,-0.36,3.65,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-01,26.12,26.41,26.54,25.9,35419,272747792.0,2.49,2.76,0.71,3.4,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-11,26.37,27.19,27.51,25.94,35272,277427568.0,5.94,2.95,0.78,3.39,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-12,27.22,27.82,28.2,27.19,51100,411589760.0,3.71,2.32,0.63,4.9,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-13,27.68,28.01,28.18,27.44,48693,392770320.0,2.66,0.68,0.19,4.67,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-14,27.99,29.05,29.35,27.64,63705,527497632.0,6.1,3.71,1.04,6.11,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-15,28.83,28.42,29.03,28.35,34093,280738080.0,2.34,-2.17,-0.63,3.27,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-18,28.58,29.81,29.84,28.58,55058,463635136.0,4.43,4.89,1.39,5.28,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-19,29.81,29.6,30.94,29.23,64768,556036432.0,5.74,-0.7,-0.21,6.22,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-20,29.61,29.3,29.94,29.03,43671,368166864.0,3.07,-1.01,-0.3,4.19,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-21,28.99,28.59,29.53,28.46,45284,377770400.0,3.65,-2.42,-0.71,4.35,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-22,28.45,29.85,29.87,28.42,46020,388161568.0,5.07,4.41,1.26,4.42,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-25,29.78,31.31,31.38,29.56,79962,695105616.0,6.1,4.89,1.46,7.67,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-26,31.31,30.83,32.41,30.58,65211,580207648.0,5.84,-1.53,-0.48,6.26,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-27,30.74,30.49,31.19,30.29,38038,332200368.0,2.92,-1.1,-0.34,3.65,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-02-28,30.88,31.8,32.19,30.88,72975,655263936.0,4.3,4.3,1.31,7.0,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-01,31.98,31.81,32.28,31.14,35172,314808608.0,3.58,0.03,0.01,3.38,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-04,31.83,34.69,35.63,31.83,113543,1084659168.0,11.95,9.05,2.88,10.9,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-05,33.97,35.83,36.1,33.84,75853,743738432.0,6.51,3.29,1.14,7.28,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-06,35.76,35.38,36.79,34.78,55103,542853456.0,5.61,-1.26,-0.45,5.29,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-07,35.26,34.14,35.26,33.3,71744,684293440.0,5.54,-3.5,-1.24,6.89,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-08,33.0,33.37,34.62,32.65,51312,481843040.0,5.77,-2.26,-0.77,4.92,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-11,35.04,34.55,35.06,33.79,42496,407451840.0,3.81,3.54,1.18,4.08,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-12,34.55,34.3,35.12,33.75,56692,544969808.0,3.97,-0.72,-0.25,5.44,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-13,34.4,33.77,34.87,33.43,40286,385374800.0,4.2,-1.55,-0.53,3.87,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-14,33.39,32.85,33.56,32.15,46708,429899376.0,4.18,-2.72,-0.92,4.48,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-15,32.85,33.41,34.4,32.81,44025,415803008.0,4.84,1.7,0.56,4.23,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-18,33.79,34.81,34.91,33.65,47486,457412512.0,3.77,4.19,1.4,4.56,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-19,34.94,35.04,35.6,34.36,38876,376719040.0,3.56,0.66,0.23,3.73,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-20,34.62,33.64,34.62,33.21,52467,496143904.0,4.02,-4.0,-1.4,5.04,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-21,33.81,33.7,33.97,33.29,33740,317125232.0,2.02,0.18,0.06,3.24,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-22,33.68,34.78,34.78,33.51,52924,506754560.0,3.77,3.2,1.08,5.08,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-25,35.0,33.41,35.52,33.39,71927,690664944.0,6.12,-3.94,-1.37,6.9,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-26,33.41,31.62,33.71,30.92,68369,622490048.0,8.35,-5.36,-1.79,6.56,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-27,31.85,32.0,32.53,31.85,40504,367308336.0,2.15,1.2,0.38,3.89,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-28,31.85,32.02,32.57,31.3,30508,276326352.0,3.97,0.06,0.02,2.93,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-03-29,32.28,33.48,33.51,32.02,53603,495566672.0,4.65,4.56,1.46,5.14,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-01,33.8,34.01,34.19,33.32,67813,640476256.0,2.6,1.58,0.53,6.51,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-02,34.06,33.56,34.81,33.39,56896,540593024.0,4.18,-1.32,-0.45,5.46,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-03,33.37,33.65,33.94,33.13,32829,308730704.0,2.41,0.27,0.09,3.15,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-04,33.66,33.18,33.9,32.71,50152,465987216.0,3.54,-1.4,-0.47,4.81,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-08,33.5,32.82,33.5,32.45,40945,378419392.0,3.16,-1.08,-0.36,3.93,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-09,32.83,33.59,33.7,32.73,42824,400415696.0,2.96,2.35,0.77,4.11,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-10,33.77,35.09,35.37,33.73,87687,846682672.0,4.88,4.47,1.5,8.42,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-11,35.09,33.93,35.34,33.78,44138,421422560.0,4.45,-3.31,-1.16,4.24,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-12,33.84,34.51,34.83,33.69,37394,359301168.0,3.36,1.71,0.58,3.59,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-15,35.21,33.13,35.21,33.13,45600,432591616.0,6.03,-4.0,-1.38,4.38,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-16,33.07,33.51,33.61,32.55,34578,321655392.0,3.2,1.15,0.38,3.32,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-17,33.68,33.53,33.93,33.3,23346,219482745.0,1.88,0.06,0.02,2.24,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-18,33.13,33.11,33.47,32.92,18980,176194285.0,1.64,-1.25,-0.42,1.82,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-19,33.31,33.11,33.58,32.96,21100,196747657.0,1.87,0.0,0.0,2.02,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-22,33.2,32.62,33.25,32.49,23095,212480373.0,2.3,-1.48,-0.49,2.22,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-23,32.29,31.54,32.64,31.41,48678,437243216.0,3.77,-3.31,-1.08,4.67,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-24,31.54,31.39,31.67,30.59,48326,425161776.0,3.42,-0.48,-0.15,4.64,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-25,31.39,31.05,32.02,30.94,29877,266154733.0,3.44,-1.08,-0.34,2.87,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-26,31.03,31.13,31.67,30.8,28712,254447123.0,2.8,0.26,0.08,2.76,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-29,31.09,31.85,31.88,31.04,33178,295913024.0,2.7,2.31,0.72,3.18,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-04-30,31.34,31.23,31.34,30.69,35028,308629168.0,2.04,-1.95,-0.62,3.36,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-06,27.47,27.96,29.52,27.47,72059,589437440.0,6.56,-10.47,-3.27,6.92,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-07,28.03,27.96,28.41,27.6,33766,273093936.0,2.9,0.0,0.0,3.24,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-08,27.58,27.6,28.11,27.39,30518,244581227.0,2.58,-1.29,-0.36,0.42,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-09,27.47,25.38,27.47,25.15,84219,643175504.0,8.41,-8.04,-2.22,1.17,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-10,25.9,26.87,26.97,25.56,60969,471582832.0,5.56,5.87,1.49,0.85,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-13,26.78,27.52,27.94,26.4,43362,343110576.0,5.73,2.42,0.65,0.6,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-14,27.19,27.85,28.5,27.19,41457,336480416.0,4.76,1.2,0.33,0.58,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-15,28.02,28.25,28.45,27.63,31065,251670140.0,2.94,1.44,0.4,0.43,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-16,28.19,28.23,28.37,27.76,22231,180214284.0,2.16,-0.07,-0.02,0.31,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-17,28.16,27.8,28.64,27.6,32392,264382469.0,3.68,-1.52,-0.43,0.45,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-20,27.7,26.96,28.02,26.67,25353,199622774.0,4.86,-3.02,-0.84,0.35,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-21,27.18,28.08,28.35,26.98,33942,274093888.0,5.08,4.15,1.12,0.47,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-22,28.19,28.44,28.69,27.97,37349,305721904.0,2.56,1.28,0.36,0.52,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-23,28.4,27.22,28.4,27.17,27539,219600269.0,4.32,-4.29,-1.22,0.38,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-24,27.2,27.48,27.86,27.18,19149,152686059.0,2.5,0.96,0.26,0.27,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-27,27.48,27.77,27.94,26.97,26323,209708159.0,3.53,1.06,0.29,0.37,qfq,stock_zh_a_hist,603259,药明康德,CXO
2019-05-28,27.6,27.18,27.77,26.95,30259,240671501.0,2.95,-2.12,-0.59,0.42,qfq,stock_zh_a_hist,603259,药明康德,CXO
