source,variant,top_k,min_probability,year,periods,total_return,benchmark_total_return,excess_total_return,max_drawdown,win_rate,avg_turnover,avg_selected_count
walk_forward,lightgbm_financial,5,0.0,2022,49,-0.1007127106919674,-0.2009899557487863,0.1002772450568189,-0.2979286713986298,0.4897959183673469,0.4530612244897958,5.0
walk_forward,lightgbm_financial,5,0.0,2023,48,-0.0660901976449765,-0.1947195315899752,0.1286293339449986,-0.2105773888486191,0.5208333333333334,0.5333333333333333,5.0
walk_forward,lightgbm_financial,5,0.0,2024,49,-0.2358003536931898,-0.2322943659727283,-0.0035059877204615,-0.3289464559611302,0.3469387755102041,0.2448979591836734,5.0
walk_forward,lightgbm_financial,5,0.0,2025,48,0.1904814538415313,0.1471066350962431,0.0433748187452882,-0.1526430691485806,0.5208333333333334,0.5416666666666666,5.0
walk_forward,lightgbm_financial,5,0.0,2026,20,-0.1760756247938439,-0.1979475486915952,0.0218719238977512,-0.2060224499969091,0.5,0.4800000000000001,5.0
