source,variant,rebalance_date,holding_days,top_k,min_probability,available_count,selected_count,selected_symbols,selected_names,avg_probability,gross_return,turnover,transaction_cost,net_return,benchmark_return,excess_return,cumulative_return,benchmark_cumulative_return,excess_cumulative_return
dual_branch,dual_branch_lstm,2025-01-02,5,1,0.0,8,1,300760,迈瑞医疗,0.49697205,-0.0478771828188363,1.0,0.001,-0.0488771828188363,-0.03023301227749689,-0.018644170541339412,-0.04887718281883635,-0.030233012277496862,-0.019225412678900655
dual_branch,dual_branch_lstm,2025-01-09,5,1,0.0,8,1,300760,迈瑞医疗,0.5478815,-0.007562258246773,0.0,0.0,-0.007562258246773,0.0009746113930104498,-0.00853686963978345,-0.056069819186758574,-0.029287866322697087,-0.027590005249655936
dual_branch,dual_branch_lstm,2025-01-16,5,1,0.0,8,1,300760,迈瑞医疗,0.5453881,-0.0052988832931902,0.0,0.0,-0.0052988832931902,0.0017872227787569007,-0.007086106071947101,-0.061071595051807814,-0.027552987485773173,-0.03446831255039129
dual_branch,dual_branch_lstm,2025-01-23,5,1,0.0,8,1,300760,迈瑞医疗,0.57061976,0.0786299198732061,0.0,0.0,0.0786299198732061,0.049770977747042075,0.028858942126164022,0.012756270195945829,0.020846651134249994,-0.007925167731426708
dual_branch,dual_branch_lstm,2025-02-07,5,1,0.0,8,1,300760,迈瑞医疗,0.46797025,0.0433061224489796,0.0,0.0,0.0433061224489796,0.016520239329915726,0.026785883119063873,0.05661481724402351,0.03771128213013086,0.01821656508840208
dual_branch,dual_branch_lstm,2025-02-14,5,1,0.0,8,1,300760,迈瑞医疗,0.48577362,-0.0155705958295842,0.0,0.0,-0.0155705958295842,0.0321475906083513,-0.047718186437935496,0.040162694977166735,0.07107119959771757,-0.02885756300062936
dual_branch,dual_branch_lstm,2025-02-21,5,1,0.0,8,1,300760,迈瑞医疗,0.4558914,-0.0195127766959424,0.0,0.0,-0.0195127766959424,-0.04355725721448421,0.02404448051854181,0.01986623258262754,0.024418275861813665,-0.004443539700965005
dual_branch,dual_branch_lstm,2025-02-28,5,1,0.0,8,1,300760,迈瑞医疗,0.46783942,-0.0357895590142672,0.0,0.0,-0.0357895590142672,-0.0010857701522921622,-0.03470378886197503,-0.016634330135046782,0.023305993074420384,-0.039030674578060975
dual_branch,dual_branch_lstm,2025-03-07,5,1,0.0,8,1,300760,迈瑞医疗,0.4468206,0.0266509731388457,0.0,0.0,0.0266509731388457,0.020426001722526062,0.006224971416319638,0.009573321918187272,0.04420804305162962,-0.03316841060927345
dual_branch,dual_branch_lstm,2025-03-14,5,1,0.0,8,1,300760,迈瑞医疗,0.46029618,-0.0406174507636244,0.0,0.0,-0.0406174507636244,-0.02068609851473264,-0.01993135224889176,-0.03143297277709345,0.022607452603187417,-0.052845718308343614
dual_branch,dual_branch_lstm,2025-03-21,5,1,0.0,8,1,300760,迈瑞医疗,0.4683882,-0.0103281976868252,0.0,0.0,-0.0103281976868252,0.010644876512870962,-0.020973074199696164,-0.04143652450719226,0.03349298265729006,-0.0725012248963951
dual_branch,dual_branch_lstm,2025-03-28,5,1,0.0,8,1,300760,迈瑞医疗,0.4188586,-0.1142351977230582,0.0,0.0,-0.1142351977230582,-0.09489749806883918,-0.019337699654219012,-0.150938212660215,-0.06458291566858898,-0.09231742549725663
dual_branch,dual_branch_lstm,2025-04-07,5,1,0.0,8,1,300760,迈瑞医疗,0.4851919,0.0151898734177216,0.0,0.0,0.0151898734177216,0.037771658715519796,-0.022581785297798196,-0.1380410715866992,-0.02925066080255645,-0.11206848811669967
dual_branch,dual_branch_lstm,2025-04-14,5,1,0.0,8,1,300760,迈瑞医疗,0.50525016,0.0062823709955879,0.0,0.0,0.0062823709955879,-0.025700498642661877,0.031982869638249777,-0.1326259258154474,-0.05419940287696523,-0.08292077968341571
dual_branch,dual_branch_lstm,2025-04-21,5,1,0.0,8,1,300760,迈瑞医疗,0.54004055,-0.0058142305676023,0.0,0.0,-0.0058142305676023,-0.004988981886533024,-0.0008252486810692763,-0.13766903867111702,-0.05891798492428424,-0.08368139278540643
dual_branch,dual_branch_lstm,2025-04-28,5,1,0.0,8,1,300760,迈瑞医疗,0.5017549,0.0529696562964383,0.0,0.0,0.0529696562964383,0.03202784435320774,0.02094181194323056,-0.09199166403574877,-0.028777156621835998,-0.06508754179837495
dual_branch,dual_branch_lstm,2025-05-08,5,1,0.0,8,1,300760,迈瑞医疗,0.48365182,0.0124282982791585,0.0,0.0,0.0124282982791585,0.013007749047766899,-0.0005794507686083996,-0.08070666559642259,-0.016143733605714194,-0.06562232126377943
dual_branch,dual_branch_lstm,2025-05-15,5,1,0.0,8,1,300760,迈瑞医疗,0.50599736,-0.0133998830882683,0.0,0.0,-0.0133998830882683,0.021742112118437677,-0.03514199520670598,-0.09302508880125493,0.005247379646657668,-0.09775948730396611
dual_branch,dual_branch_lstm,2025-05-22,5,1,0.0,8,1,300760,迈瑞医疗,0.48269013,0.0185953238229799,0.0,0.0,0.0185953238229799,0.007247227099972213,0.011348096723007687,-0.07615959662819582,0.012532635698608852,-0.08759444308243003
dual_branch,dual_branch_lstm,2025-05-29,5,1,0.0,8,1,300760,迈瑞医疗,0.4847508,0.0214327262964786,0.0,0.0,0.0214327262964786,0.001151733307906625,0.020280992988571975,-0.056359178121099585,0.013698803260485226,-0.06911124010036185
