symbol,name,Accuracy,Precision,Recall,F1-score,DirectionHitRate
603259,药明康德,0.5860058309037901,0.5927051671732523,0.9605911330049262,0.7330827067669173,0.5860058309037901
600276,恒瑞医药,0.5422740524781341,0.5329153605015674,0.9550561797752809,0.6841046277665996,0.5422740524781341
000538,云南白药,0.4606413994169096,0.4590643274853801,1.0,0.6292585170340681,0.4606413994169096
688185,康希诺,0.46938775510204084,0.47058823529411764,0.9325153374233128,0.6255144032921811,0.46938775510204084
000661,长春高新,0.5102040816326531,0.45918367346938777,0.9375,0.6164383561643836,0.5102040816326531
300142,沃森生物,0.5043988269794721,0.475177304964539,0.864516129032258,0.6132723112128147,0.5043988269794721
300122,智飞生物,0.478134110787172,0.44816053511705684,0.9054054054054054,0.5995525727069351,0.478134110787172
300760,迈瑞医疗,0.40816326530612246,0.40816326530612246,1.0,0.5797101449275363,0.40816326530612246
