date,symbol,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover,adjust,source,hs300_open,hs300_close,hs300_high,hs300_low,hs300_volume,hs300_amount,hs300_amplitude,hs300_pct_change,hs300_change,hs300_turnover,hs300_source,hs300_daily_return,hs300_return_5d,hs300_return_20d,csi_pharma_open,csi_pharma_close,csi_pharma_high,csi_pharma_low,csi_pharma_volume,csi_pharma_amount,csi_pharma_amplitude,csi_pharma_pct_change,csi_pharma_change,csi_pharma_turnover,csi_pharma_source,csi_pharma_daily_return,csi_pharma_return_5d,csi_pharma_return_20d,chinext_open,chinext_close,chinext_high,chinext_low,chinext_volume,chinext_amount,chinext_amplitude,chinext_pct_change,chinext_change,chinext_turnover,chinext_source,chinext_daily_return,chinext_return_5d,chinext_return_20d,valuation_close,valuation_pct_change,total_market_cap,float_market_cap,total_shares,float_shares,pe_ttm,pe_static,pb,peg,pcf,ps
2019-01-16,000661,80.85,81.78,83.46,79.56,23473,433598176.0,4.83,1.2,0.97,1.38,qfq,stock_zh_a_hist,3126.13,3128.65,3135.01,3117.29,80214341,85781590016.0,0.57,0.02,0.66,0.24,index_zh_a_hist,0.0002109981170017594,0.01629700371611964,,7546.7,7641.88,7660.56,7524.13,7378070,12049397760.0,1.81,1.23,92.9,0.74,index_zh_a_hist,0.01230629833434449,0.011190489737750609,,1267.14,1267.3,1277.27,1262.27,55111237,53057095168.0,1.18,0.08,1.03,0.99,index_zh_a_hist,0.0008134126213208415,0.003786078636377921,,184.94,1.060109289617,31460562289.1,31441251039.24,170112265.0,170007846.0,31.03920436,31.25753337,5.94150528,0.23212716,51.27247044,5.62365035
2019-01-17,000661,82.26,82.21,83.56,81.06,16365,304836064.0,3.06,0.53,0.43,0.96,qfq,stock_zh_a_hist,3132.63,3111.42,3141.71,3110.06,80174871,82888208384.0,1.01,-0.55,-17.23,0.24,index_zh_a_hist,-0.005507167628210241,0.012604590765745938,,7636.16,7603.87,7685.13,7598.45,7088944,10927179776.0,1.13,-0.5,-38.01,0.71,index_zh_a_hist,-0.004973906944364503,0.012882368299063751,,1267.82,1251.41,1267.82,1251.15,51818063,49201441024.0,1.32,-1.25,-15.89,0.93,index_zh_a_hist,-0.012538467608301018,-0.006020699131843776,,185.8,0.465015680761,31606858837.0,31587457786.8,170112265.0,170007846.0,31.18354153,31.40288581,5.96913421,0.23320659,51.51089547,5.6498012
2019-01-18,000661,82.45,85.98,86.53,82.45,22084,422218928.0,4.96,4.59,3.77,1.3,qfq,stock_zh_a_hist,3124.5,3168.17,3171.69,3120.35,103963835,106780659712.0,1.65,1.82,56.75,0.31,index_zh_a_hist,0.018239260530561685,0.02371412507512649,,7612.45,7792.25,7802.85,7612.45,8771464,14121893120.0,2.5,2.48,188.38,0.88,index_zh_a_hist,0.02477422680819119,0.04026630603834391,,1255.6,1269.5,1270.0,1248.85,50640530,47848419328.0,1.69,1.45,18.09,0.91,index_zh_a_hist,0.014455693977193596,0.006293794983988077,,193.35,4.063509149623,32891206437.75,32871017024.1,170112265.0,170007846.0,32.45068759,32.67894494,6.21169052,0.24268296,53.60404542,5.87938139
2019-01-21,000661,85.98,85.06,87.25,84.56,19963,384584288.0,3.13,-1.07,-0.92,1.17,qfq,stock_zh_a_hist,3170.88,3185.64,3199.21,3170.88,93915023,105536987136.0,0.89,0.55,17.47,0.28,index_zh_a_hist,0.005514224299832282,0.038418661051313974,,7801.58,7825.16,7908.57,7797.55,8070654,13590250240.0,1.42,0.42,32.91,0.81,index_zh_a_hist,0.004223427123102974,0.06351898665361921,,1271.39,1274.79,1283.14,1266.8,51088753,49277799936.0,1.29,0.42,5.29,0.92,index_zh_a_hist,0.004166994879873931,0.02310593900481539,,191.5,-0.956814067753,32576498747.5,32556502509.0,170112265.0,170007846.0,32.14019485,32.3662682,6.15225619,0.24036093,53.09115437,5.82312665
2019-01-22,000661,85.21,83.06,85.21,82.5,11992,225618445.0,3.19,-2.35,-2.0,0.71,qfq,stock_zh_a_hist,3181.95,3143.32,3181.95,3135.34,72990528,78150877184.0,1.46,-1.33,-42.32,0.22,index_zh_a_hist,-0.013284614708504283,0.0049009108085384945,,7818.92,7668.02,7818.92,7641.6,7549059,10892652800.0,2.27,-2.01,-157.14,0.76,index_zh_a_hist,-0.020081378527723293,0.01576901780108053,,1273.47,1252.24,1273.47,1247.45,47440492,47338458112.0,2.04,-1.77,-22.55,0.85,index_zh_a_hist,-0.017689188023125357,-0.011079785511778684,,187.51,-2.083550913838,31897750810.15,31878171203.46,170112265.0,170007846.0,31.47053753,31.69190052,6.0240708,0.23535289,51.98497314,5.70179884
2019-01-23,000661,82.55,83.56,84.01,82.32,8897,167249000.0,2.03,0.6,0.5,0.52,qfq,stock_zh_a_hist,3136.1,3141.05,3157.63,3131.87,59870479,62669651968.0,0.82,-0.07,-2.27,0.18,index_zh_a_hist,-0.0007221663718616211,0.003963370782925635,,7641.44,7644.53,7683.03,7614.22,6340511,8262699264.0,0.9,-0.31,-23.49,0.64,index_zh_a_hist,-0.0030633722916738604,0.00034677330709187437,,1250.83,1251.13,1255.41,1244.94,41704005,42102042880.0,0.84,-0.09,-1.11,0.75,index_zh_a_hist,-0.0008864115505013981,-0.012759409768799634,,188.5,0.527971841502,32066161952.5,32046478971.0,170112265.0,170007846.0,31.6366931,31.85922484,6.0558762,0.23659549,52.25943916,5.73190273
2019-01-24,000661,83.5,83.91,84.56,80.31,14416,270328704.0,5.09,0.42,0.35,0.85,qfq,stock_zh_a_hist,3146.6,3158.78,3165.63,3125.3,72934636,80963878912.0,1.28,0.56,17.73,0.22,index_zh_a_hist,0.005644609286703517,0.015221345880658932,,7652.51,7680.34,7691.6,7567.94,6362545,9136865280.0,1.62,0.47,35.81,0.64,index_zh_a_hist,0.004684395247320783,0.01005672111701017,,1252.38,1265.16,1272.49,1248.06,50755540,53393223168.0,1.95,1.12,14.03,0.91,index_zh_a_hist,0.011213862668147945,0.010987605980454118,,189.2,0.371352785146,32185240538.0,32165484463.2,170112265.0,170007846.0,31.75417684,31.97753495,6.07836487,0.23747409,52.45350604,5.75318831
2019-01-25,000661,83.21,84.31,85.23,82.9,11783,223987864.0,2.78,0.48,0.4,0.69,qfq,stock_zh_a_hist,3165.18,3184.47,3203.17,3164.41,83967729,93207953408.0,1.23,0.81,25.69,0.25,index_zh_a_hist,0.00813288674741508,0.005144925935161249,,7681.54,7660.99,7728.35,7640.79,7940853,10415689472.0,1.14,-0.25,-19.35,0.8,index_zh_a_hist,-0.0025194197131898077,-0.016844942089897064,,1266.63,1265.49,1276.99,1261.41,51347195,53316453632.0,1.23,0.03,0.33,0.92,index_zh_a_hist,0.0002608365740301988,-0.003158723907049965,,190.0,0.422832980973,32321330350.0,32301490740.0,170112265.0,170007846.0,31.88844398,32.11274652,6.1040662,0.23847821,52.67529676,5.77751469
2019-01-28,000661,84.31,82.81,85.79,81.71,14325,270630384.0,4.84,-1.78,-1.5,0.84,qfq,stock_zh_a_hist,3203.12,3183.78,3228.87,3174.72,82622431,97371496448.0,1.7,-0.02,-0.69,0.25,index_zh_a_hist,-0.00021667655842250166,-0.0005838701171506644,,7683.35,7556.05,7690.06,7550.17,8549420,12749905664.0,1.83,-1.37,-104.94,0.86,index_zh_a_hist,-0.013697968539314043,-0.034390351123810836,,1272.37,1259.74,1279.82,1257.53,51305175,50093459456.0,1.76,-0.45,-5.75,0.92,index_zh_a_hist,-0.004543694537293863,-0.01180586606421441,,187.0,-1.578947368421,31810993555.0,31791467202.0,170112265.0,170007846.0,31.38494223,31.60570315,6.00768621,0.23471277,51.84358155,5.68629077
2019-01-29,000661,81.91,82.75,84.15,81.9,13645,256006958.0,2.72,-0.07,-0.06,0.8,qfq,stock_zh_a_hist,3177.26,3193.97,3200.99,3148.23,77658335,85943910400.0,1.66,0.32,10.19,0.23,index_zh_a_hist,0.003200598031270818,0.016113536006515217,,7543.14,7545.17,7593.64,7481.49,7356794,10501083136.0,1.48,-0.14,-10.88,0.74,index_zh_a_hist,-0.001439905770872385,-0.01602108497369603,,1259.8,1243.59,1259.8,1229.48,51543345,48519440640.0,2.41,-1.28,-16.15,0.93,index_zh_a_hist,-0.01282010573610437,-0.006907621542196485,,186.88,-0.064171122995,31790580083.2,31771066260.48,170112265.0,170007846.0,31.36480216,31.58542142,6.00383101,0.23456215,51.81031294,5.68264181
2019-01-30,000661,82.54,81.4,83.95,80.97,9965,185024916.0,3.6,-1.63,-1.35,0.59,qfq,stock_zh_a_hist,3181.66,3168.48,3202.9,3167.89,63746516,73005121536.0,1.1,-0.8,-25.49,0.19,index_zh_a_hist,-0.00798066356290128,0.008732748603174079,0.06699354108717182,7511.36,7486.16,7573.57,7482.07,6422349,9048710656.0,1.21,-0.78,-59.01,0.65,index_zh_a_hist,-0.007820897342273314,-0.020716773954710055,0.009700252487105931,1238.28,1230.82,1248.96,1230.82,41711935,40668960256.0,1.46,-1.03,-12.77,0.75,index_zh_a_hist,-0.010268657676565374,-0.01623332507413311,0.0016683350016684084,184.18,-1.44477739726,31331276967.7,31312045076.28,170112265.0,170007846.0,30.91165059,31.12908239,5.91708901,0.23117325,51.06176925,5.60054029
2019-01-31,000661,81.85,82.24,82.8,81.0,10897,202080882.0,2.21,1.03,0.84,0.64,qfq,stock_zh_a_hist,3182.7,3201.63,3216.07,3178.01,86247839,97509924864.0,1.2,1.05,33.15,0.26,index_zh_a_hist,0.010462429934858353,0.013565363843002665,0.07986602987007729,7497.66,7495.01,7544.77,7448.47,7410445,10856477952.0,1.29,0.12,8.85,0.75,index_zh_a_hist,0.001182181518962988,-0.024130442141884312,0.03354643161503312,1231.0,1227.99,1243.59,1220.95,52366208,46090205184.0,1.84,-0.23,-2.83,0.94,index_zh_a_hist,-0.002299280154693606,-0.029379683202124696,0.01110745162618354,185.87,0.917580627647,31618766695.55,31599358336.02,170112265.0,170007846.0,31.19528991,31.41471682,5.97138307,0.23329445,51.53030215,5.65192976
2019-02-01,000661,82.31,86.65,87.21,82.31,20915,401468464.0,5.96,5.36,4.41,1.23,qfq,stock_zh_a_hist,3225.73,3247.4,3247.5,3207.72,82019640,94766411776.0,1.24,1.43,45.77,0.25,index_zh_a_hist,0.014295843054943802,0.019761530176136244,0.06967689657330522,7533.86,7753.65,7762.41,7530.22,8644888,13309290496.0,3.1,3.45,258.64,0.87,index_zh_a_hist,0.034508292850843336,0.012095042546720336,0.04116786870541023,1233.38,1271.27,1272.19,1233.38,46354209,45332103424.0,3.16,3.52,43.28,0.83,index_zh_a_hist,0.035244586682301904,0.004567400769662333,0.02096919271418929,194.69,4.74525205789,33119156872.85,33098827537.74,170112265.0,170007846.0,32.67558504,32.90542431,6.25474025,0.24436486,53.97554488,5.92012808
