date,symbol,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover,adjust,source,hs300_open,hs300_close,hs300_high,hs300_low,hs300_volume,hs300_amount,hs300_amplitude,hs300_pct_change,hs300_change,hs300_turnover,hs300_source,hs300_daily_return,hs300_return_5d,hs300_return_20d,csi_pharma_open,csi_pharma_close,csi_pharma_high,csi_pharma_low,csi_pharma_volume,csi_pharma_amount,csi_pharma_amplitude,csi_pharma_pct_change,csi_pharma_change,csi_pharma_turnover,csi_pharma_source,csi_pharma_daily_return,csi_pharma_return_5d,csi_pharma_return_20d,chinext_open,chinext_close,chinext_high,chinext_low,chinext_volume,chinext_amount,chinext_amplitude,chinext_pct_change,chinext_change,chinext_turnover,chinext_source,chinext_daily_return,chinext_return_5d,chinext_return_20d,valuation_close,valuation_pct_change,total_market_cap,float_market_cap,total_shares,float_shares,pe_ttm,pe_static,pb,peg,pcf,ps
2020-06-22,000661,379.21,390.19,393.91,379.2,57030,2269907328.0,3.89,3.11,11.78,1.68,qfq,stock_zh_a_hist,4097.51,4102.05,4126.94,4088.78,155829466,259200520192.0,0.93,0.08,3.34,0.47,index_zh_a_hist,0.0008148905387304062,0.037183406279156284,0.0712215223590611,13347.32,13374.29,13511.33,13271.89,16882021,49021964288.0,1.8,0.28,37.59,1.7,index_zh_a_hist,0.002818538319074415,0.056633005358105226,0.13701720961589303,2328.4,2342.88,2358.91,2328.4,104128724,173898862592.0,1.32,1.01,23.43,1.87,index_zh_a_hist,0.010101532690939719,0.05556531729404601,0.14158748720947223,399.98,3.034518289541,161880021594.2,136005055407.2,404720290.0,340029640.0,82.91285702,91.19953962,18.76474142,0.74171618,97.89474934,22.29879637
2020-06-23,000661,391.27,414.09,420.19,391.27,67634,2800983872.0,7.41,6.13,23.9,1.99,qfq,stock_zh_a_hist,4098.04,4121.79,4124.73,4080.75,129229509,234806509568.0,1.07,0.48,19.74,0.39,index_zh_a_hist,0.004812228032325283,0.02670771714031628,0.06430022955145809,13383.33,13643.58,13647.49,13317.1,15648169,49081056256.0,2.47,2.01,269.29,1.58,index_zh_a_hist,0.020134900619023455,0.05685372613601314,0.1351969307803096,2344.05,2382.05,2382.33,2335.22,98577981,163970355200.0,2.01,1.67,39.17,1.77,index_zh_a_hist,0.0167187393293724,0.05378993656158482,0.12734681514645274,423.88,5.975298764938,171552836525.2,144131763803.2,404720290.0,340029640.0,87.86714794,96.64898458,19.88599078,0.78603594,103.74425309,23.63121608
2020-06-24,000661,415.21,407.81,420.75,399.21,74703,3104226112.0,5.2,-1.52,-6.28,2.2,qfq,stock_zh_a_hist,4128.1,4138.99,4144.68,4123.36,121712466,224551432192.0,0.52,0.42,17.2,0.37,index_zh_a_hist,0.004172944279063229,0.030217120213859472,0.07628958734765079,13641.54,13537.59,13721.0,13395.46,15056276,50004268032.0,2.39,-0.78,-105.99,1.52,index_zh_a_hist,-0.007768488915665839,0.023660289957647462,0.1483150947189309,2386.26,2382.47,2397.36,2367.68,93243489,161551351808.0,1.25,0.02,0.42,1.68,index_zh_a_hist,0.00017631871707135538,0.05234633120726495,0.15013492833591613,417.6,-1.481551382467,169011193104.0,141996377664.0,404720290.0,340029640.0,86.565351,95.21708022,19.59136961,0.77439041,102.20722867,23.28110747
2020-06-29,000661,410.71,414.21,420.21,407.91,56476,2386760016.0,3.02,1.57,6.4,1.66,qfq,stock_zh_a_hist,4127.93,4109.72,4137.37,4092.54,130865853,226522058752.0,1.08,-0.71,-29.27,0.4,index_zh_a_hist,-0.007071773548619209,0.016155751932311002,0.06562465157404263,13536.31,13655.26,13655.38,13495.05,16490266,50595604992.0,1.18,0.87,117.67,1.66,index_zh_a_hist,0.00869209364443746,0.04935767929995993,0.1723758983679773,2375.99,2372.54,2387.16,2360.16,95177705,156596441088.0,1.13,-0.42,-9.93,1.71,index_zh_a_hist,-0.004167943352906822,0.04700290816979469,0.15454315412465447,424.0,1.532567049808,171601402960.0,144172567360.0,404720290.0,340029640.0,87.89202304,96.67634581,19.89162048,0.78625846,103.77362298,23.63790605
2020-06-30,000661,418.35,425.51,425.51,409.21,51212,2192208768.0,3.94,2.73,11.3,1.51,qfq,stock_zh_a_hist,4130.0,4163.96,4174.42,4129.78,125933522,227935703040.0,1.09,1.32,54.24,0.38,index_zh_a_hist,0.01319797942438905,0.01591964300962978,0.07678781076901586,13707.32,13889.51,13939.73,13657.7,17987859,54749967104.0,2.07,1.72,234.25,1.81,index_zh_a_hist,0.017154561685387204,0.041450283803339705,0.17091295653728,2387.59,2438.2,2441.9,2387.59,96080883,165844824064.0,2.29,2.77,65.66,1.73,index_zh_a_hist,0.027674981243730246,0.051197482161719376,0.16846458711727275,435.3,2.665094339623,176174742237.0,148011376362.0,404720290.0,340021540.0,90.23442837,99.25286163,19.16823064,0.80721299,106.53928793,24.26787854
2020-07-01,000661,425.51,418.09,440.21,415.21,78956,3439091664.0,5.88,-1.74,-7.42,2.32,qfq,stock_zh_a_hist,4172.64,4247.78,4247.78,4163.5,169990456,305711800320.0,2.02,2.01,83.82,0.51,index_zh_a_hist,0.020129876367688482,0.03552613936933957,0.06960874666988959,13926.2,13678.73,13926.2,13492.62,18932789,59676582144.0,3.12,-1.52,-210.78,1.91,index_zh_a_hist,-0.01517548135247393,0.022763077516638086,0.1314909604669321,2449.87,2419.63,2450.84,2381.59,102393820,179384528896.0,2.84,-0.76,-18.57,1.84,index_zh_a_hist,-0.007616274300713544,0.03275882674315378,0.1211229624412713,427.88,-1.704571559844,173171717685.2,145488416535.2,404720290.0,340021540.0,88.69631797,97.56102558,18.84149443,0.79345347,104.72324953,23.85421519
2020-07-02,000661,418.16,400.3,418.91,393.09,114747,4755187968.0,6.18,-4.26,-17.79,3.37,qfq,stock_zh_a_hist,4239.41,4335.84,4340.1,4238.12,252939369,399571525632.0,2.4,2.07,88.06,0.76,index_zh_a_hist,0.02073082880940169,0.05193132110078391,0.08843072922027218,13678.87,13594.95,13785.4,13507.03,19655747,62467662080.0,2.04,-0.61,-83.78,1.98,index_zh_a_hist,-0.006124837612848433,-0.0035643137651554246,0.13903385779074373,2418.31,2424.39,2435.12,2397.69,118604664,191271698432.0,1.55,0.2,4.76,2.13,index_zh_a_hist,0.0019672429255712665,0.017774605906676788,0.13009896097963436,410.09,-4.157707768533,165971743726.1,139439433338.6,404720290.0,340021540.0,85.00858427,93.50472324,18.05812016,0.76046399,100.36916285,22.86242663
2020-07-03,000661,396.21,400.16,403.2,386.23,74899,3038065264.0,4.24,-0.03,-0.14,2.2,qfq,stock_zh_a_hist,4353.19,4419.6,4419.6,4348.45,290485540,442335023104.0,1.64,1.93,83.76,0.88,index_zh_a_hist,0.019318056016827345,0.06779673301940825,0.10943481480551753,13566.46,13766.28,13766.28,13405.16,21030534,63310395904.0,2.66,1.26,171.33,2.12,index_zh_a_hist,0.012602473712665319,0.01689296248446004,0.14419792243283824,2426.3,2462.56,2467.5,2408.0,122974897,203888529408.0,2.45,1.57,38.17,2.21,index_zh_a_hist,0.015744166573859797,0.0336163729238983,0.1490537160774945,409.95,-0.03413884757,165915082885.5,139391830323.0,404720290.0,340021540.0,84.97956332,93.47280181,18.05195532,0.76020438,100.33489797,22.85462166
2020-07-06,000661,398.21,397.42,399.01,390.09,86925,3516765856.0,2.23,-0.68,-2.74,2.56,qfq,stock_zh_a_hist,4465.81,4670.09,4678.11,4465.81,405821025,597438218240.0,4.8,5.67,250.49,1.23,index_zh_a_hist,0.05667707484840245,0.136352354904957,0.17274414329803456,13742.5,13813.0,13848.42,13607.92,27103873,79506890752.0,1.75,0.34,46.72,2.73,index_zh_a_hist,0.003393799922709606,0.011551592573118219,0.14112794297086495,2469.24,2529.49,2535.71,2460.13,161741281,262946570240.0,3.07,2.72,66.93,2.91,index_zh_a_hist,0.027179033201221392,0.06615273082856343,0.17575230782102635,407.21,-0.668374191975,164806149290.9,138460171303.4,404720290.0,340021540.0,84.41158185,92.84805372,17.93130071,0.75512337,99.66428541,22.70186727
2020-07-07,000661,391.89,438.14,438.14,387.22,143093,6089908992.0,12.81,10.25,40.72,4.21,qfq,stock_zh_a_hist,4739.61,4698.13,4796.32,4688.06,406008553,635254743040.0,2.32,0.6,28.04,1.23,index_zh_a_hist,0.006004166943249567,0.12828413337303912,0.1741655732583567,13766.49,14142.03,14278.64,13657.77,28741001,86057570304.0,4.49,2.38,329.03,2.89,index_zh_a_hist,0.02382031419677122,0.018180626962362334,0.1624959002008184,2548.41,2591.26,2632.81,2538.82,180541253,295047643136.0,3.72,2.44,61.77,3.24,index_zh_a_hist,0.02441994235992251,0.06277581822656075,0.19612441030659444,447.93,9.999754426463,181286359499.7,152305848412.2,404720290.0,340021540.0,92.85253274,102.13263109,19.72438675,0.83063385,109.6304692,24.97199825
2020-07-08,000661,440.21,433.71,449.21,428.21,84311,3762160560.0,4.79,-1.01,-4.43,2.48,qfq,stock_zh_a_hist,4692.86,4774.0,4803.36,4670.65,348074847,532849827840.0,2.82,1.61,75.87,1.05,index_zh_a_hist,0.016148978423330185,0.1238811802871147,0.18698641206379985,14152.73,14171.2,14236.91,14027.97,23511773,66795042048.0,1.48,0.21,29.17,2.37,index_zh_a_hist,0.0020626458860573127,0.03600261135353944,0.17515743454255683,2603.65,2651.97,2653.07,2577.48,159121155,266094538752.0,2.92,2.34,60.71,2.86,index_zh_a_hist,0.023428756666640682,0.09602294565698055,0.23143539070190755,443.5,-0.988993815998,179493448615.0,150799552990.0,404720290.0,340021540.0,91.93422693,101.12254568,19.52931378,0.82241893,108.54623064,24.72502673
2020-07-09,000661,432.21,444.79,449.71,428.22,77049,3465528784.0,4.95,2.55,11.08,2.27,qfq,stock_zh_a_hist,4770.08,4840.77,4854.12,4757.29,351046894,556718731264.0,2.03,1.4,66.77,1.06,index_zh_a_hist,0.0139861751152075,0.11645494298682624,0.1961290131281459,14149.18,14656.65,14693.06,14136.26,29413293,80898367488.0,3.93,3.43,485.45,2.96,index_zh_a_hist,0.03425609687253006,0.07809517504661656,0.19251764166010998,2649.45,2757.65,2771.22,2646.47,189561838,321112182784.0,4.7,3.98,105.68,3.41,index_zh_a_hist,0.03984962122497637,0.13746138203836855,0.2640551157641904,454.58,2.498308906426,183977749428.2,154566991653.2,404720290.0,340021540.0,94.23102791,103.64889925,20.01721637,0.8429655,111.25805079,25.34273427
2020-07-10,000661,441.21,445.21,453.51,435.68,63643,2907782464.0,4.01,0.09,0.42,1.87,qfq,stock_zh_a_hist,4796.09,4753.13,4821.37,4734.47,316949650,510472056832.0,1.8,-1.81,-87.64,0.96,index_zh_a_hist,-0.018104557745978522,0.07546610552991218,0.176601785771751,14630.91,14847.18,14995.04,14602.17,27639649,77314179072.0,2.68,1.3,190.53,2.78,index_zh_a_hist,0.012999559926722748,0.07851794384539601,0.18857787864596487,2744.61,2778.46,2799.0,2734.97,167708086,293069344768.0,2.32,0.75,20.81,3.01,index_zh_a_hist,0.007546280347397127,0.12828113832759414,0.26179501269306416,455.0,0.092392978134,184147731950.0,154709800700.0,404720290.0,340021540.0,94.31809077,103.74466355,20.03571087,0.84374434,111.36084541,25.36614918
2020-07-13,000661,445.22,463.52,466.01,445.22,68386,3204678784.0,4.67,4.11,18.31,2.01,qfq,stock_zh_a_hist,4742.37,4852.96,4878.08,4741.87,321645445,541105098752.0,2.87,2.1,99.83,0.97,index_zh_a_hist,0.021003002232213186,0.03915770359885995,0.2144909256534231,14922.19,15444.32,15464.03,14922.19,28373321,84387860480.0,3.65,4.02,597.14,2.86,index_zh_a_hist,0.04021908537513519,0.11810034025917604,0.24792703284911588,2789.98,2889.43,2896.31,2789.98,169754097,304746565632.0,3.83,3.99,110.97,3.05,index_zh_a_hist,0.0399393908855985,0.14229745917161174,0.3159853163542292,473.31,4.024175824176,191558160459.9,160935595097.4,404720290.0,340021540.0,98.11361657,107.91953122,20.8419831,0.8776981,115.84220163,26.38692762
2020-07-14,000661,465.21,477.27,478.29,459.89,70970,3398921952.0,3.97,2.97,13.75,2.09,qfq,stock_zh_a_hist,4836.17,4806.69,4860.44,4729.93,297241984,511211048960.0,2.69,-0.95,-46.27,0.9,index_zh_a_hist,-0.009534387260558552,0.02310706600285628,0.20074792409844422,15516.82,15434.15,15620.1,15098.01,30615794,91360919552.0,3.38,-0.07,-10.17,3.08,index_zh_a_hist,-0.0006584945144881837,0.0913673638084489,0.23214351290808266,2876.85,2858.67,2892.89,2789.04,180223101,323825037312.0,3.59,-1.06,-30.76,3.24,index_zh_a_hist,-0.010645698286513183,0.10319690034963669,0.2954149975529734,487.06,2.905072785278,197123064447.4,165610891272.4,404720290.0,340021540.0,100.96388855,111.05467215,21.44745788,0.90319587,119.20750191,27.15348708
2020-07-15,000661,477.68,490.76,503.09,477.51,79912,4005438480.0,5.36,2.83,13.49,2.35,qfq,stock_zh_a_hist,4821.52,4744.47,4837.48,4723.36,272389007,486748348416.0,2.37,-1.29,-62.22,0.82,index_zh_a_hist,-0.012944458660741454,-0.006185588604943337,0.19961618107757562,15445.9,15558.94,15984.38,15445.9,29908367,97695031296.0,3.49,0.81,124.79,3.01,index_zh_a_hist,0.008085317299624695,0.09792678107711406,0.22923082514185333,2866.24,2813.06,2894.42,2787.83,170655662,302172184576.0,3.73,-1.6,-45.61,3.07,index_zh_a_hist,-0.015954972067430018,0.060743522739699296,0.26740104976233914,500.55,2.769679300292,202582741159.5,170197781847.0,404720290.0,340021540.0,103.76026447,114.13053042,22.04148369,0.92821149,122.50916741,27.90555159
2020-07-16,000661,490.76,460.71,493.2,457.21,106866,5142296064.0,7.33,-6.12,-30.05,3.14,qfq,stock_zh_a_hist,4741.53,4516.25,4772.56,4513.65,284657134,511237963776.0,5.46,-4.81,-228.22,0.86,index_zh_a_hist,-0.048102317013280826,-0.06703892149389468,0.12496481565896222,15551.49,14499.62,15574.22,14464.25,28499428,90907430912.0,7.13,-6.81,-1059.32,2.87,index_zh_a_hist,-0.06808432965227706,-0.010713908021273588,0.12316396609660085,2814.8,2646.26,2849.1,2638.17,153221189,273147125760.0,7.5,-5.93,-166.8,2.75,index_zh_a_hist,-0.05929486040112897,-0.04039308831795185,0.17067322580359767,470.5,-6.003396264109,190420896445.0,159980134570.0,404720290.0,340021540.0,97.53112463,107.27882242,20.71824608,0.87248728,115.15445663,26.23027074
2020-07-17,000661,457.21,477.36,480.21,454.26,73547,3520396688.0,5.63,3.61,16.65,2.16,qfq,stock_zh_a_hist,4524.77,4544.7,4601.37,4485.82,207375562,372973887488.0,2.56,0.63,28.45,0.63,index_zh_a_hist,0.006299474121228776,-0.043851104430133514,0.1312005456007208,14483.38,14703.27,14923.73,14418.1,18677822,62101822720.0,3.49,1.4,203.65,1.88,index_zh_a_hist,0.014045195667196753,-0.009692749734293016,0.11180451110763268,2659.45,2662.4,2726.28,2618.68,120066639,213300256768.0,4.07,0.61,16.14,2.16,index_zh_a_hist,0.006099173928487689,-0.04177134095866053,0.17599250870156724,487.15,3.538788522848,197159489273.5,165641493211.0,404720290.0,340021540.0,100.98254487,111.07519307,21.45142099,0.90336276,119.22952933,27.15850456
2020-07-20,000661,480.2,465.34,484.91,454.21,73720,3493519808.0,6.43,-2.52,-12.02,2.17,qfq,stock_zh_a_hist,4597.2,4680.3,4681.94,4534.23,246068915,416714223616.0,3.25,2.98,135.6,0.74,index_zh_a_hist,0.02983695293418709,-0.03557828624179882,0.157235472433352,14842.21,14651.06,14874.06,14291.58,18341928,59278149888.0,3.96,-0.36,-52.21,1.85,index_zh_a_hist,-0.003550910783791661,-0.051362572130077555,0.12588133224006515,2707.61,2697.3,2717.0,2619.03,117272827,204573863936.0,3.68,1.31,34.9,2.11,index_zh_a_hist,0.01310847355769229,-0.06649408360818554,0.19031963389716822,475.13,-2.467412501283,192294751387.7,161554434300.2,404720290.0,340021540.0,98.49088894,108.33450987,20.92212595,0.88107307,116.28764501,26.48839222
2020-07-21,000661,462.11,469.47,474.11,456.22,53475,2553380192.0,3.84,0.89,4.13,1.57,qfq,stock_zh_a_hist,4697.5,4691.04,4714.29,4661.44,200415660,356069806080.0,1.13,0.23,10.74,0.61,index_zh_a_hist,0.0022947246971347646,-0.024060216073847007,0.14451620143898936,14689.24,15167.02,15209.85,14636.14,19309408,64448344320.0,3.92,3.52,515.96,1.94,index_zh_a_hist,0.03521656453526245,-0.01730772345739795,0.13723934706486607,2708.13,2736.51,2745.05,2692.87,115334950,200792236032.0,1.93,1.45,39.21,2.07,index_zh_a_hist,0.014536758981203546,-0.04273315912644682,0.1798098687188776,479.26,0.8692357881,193966246185.4,162958723260.4,404720290.0,340021540.0,99.34700699,109.27619221,21.10398855,0.88873168,117.29845884,26.7186388
2020-07-22,000661,469.21,477.96,488.01,466.4,56191,2750634400.0,4.6,1.81,8.49,1.65,qfq,stock_zh_a_hist,4682.66,4714.45,4790.45,4675.35,224199212,386470858752.0,2.45,0.5,23.41,0.68,index_zh_a_hist,0.004990364609979814,-0.006327366386551181,0.14929120805450924,15081.82,15360.84,15527.32,14986.41,18650345,63685647872.0,3.57,1.28,193.82,1.88,index_zh_a_hist,0.012779042949768726,-0.012732229830566877,0.14853498765168083,2725.45,2769.03,2807.42,2716.45,124062287,221101805568.0,3.32,1.19,32.52,2.23,index_zh_a_hist,0.0118837497396318,-0.015651994625070165,0.18189151813153037,487.75,1.77148103326,197402321447.5,165845506135.0,404720290.0,340021540.0,101.10692038,111.21199922,21.47784171,0.90447539,119.37637879,27.19195442
2020-07-23,000661,470.22,470.11,484.21,466.78,75881,3659984448.0,3.65,-1.64,-7.85,2.23,qfq,stock_zh_a_hist,4668.74,4712.44,4731.4,4607.66,234314570,405175267328.0,2.62,-0.04,-2.01,0.71,index_zh_a_hist,-0.0004263487787546927,0.043440907832825726,0.14329939176910989,15218.52,15723.98,15723.98,15215.17,24412808,83641004032.0,3.31,2.36,363.14,2.46,index_zh_a_hist,0.023640634236148594,0.08444083362184651,0.15248197320644574,2740.41,2799.67,2799.67,2707.55,132577905,238214975488.0,3.33,1.11,30.64,2.38,index_zh_a_hist,0.011065246674828222,0.05797238366600399,0.17531957767469186,479.9,-1.609431060994,194225267171.0,163176337046.0,404720290.0,340021540.0,99.47967419,109.42211877,21.13217065,0.88991848,117.45509827,26.75431866
2020-07-24,000661,470.19,437.43,470.19,431.19,100033,4583987712.0,8.3,-6.95,-32.68,2.94,qfq,stock_zh_a_hist,4679.03,4505.59,4691.7,4479.39,243905203,437726711808.0,4.51,-4.39,-206.85,0.74,index_zh_a_hist,-0.04389445807267567,-0.008605628534336662,0.0885723328638146,15577.21,14767.0,15598.67,14685.34,25774599,89000890368.0,5.81,-6.09,-956.98,2.59,index_zh_a_hist,-0.06086118145660324,0.004334409964586117,0.09081453936778994,2769.97,2627.84,2781.79,2614.78,149887695,262838988800.0,5.97,-6.14,-171.83,2.69,index_zh_a_hist,-0.06137509063568203,-0.012980769230769185,0.10298975433058977,447.22,-6.809752031673,180999008093.8,152064433118.8,404720290.0,340021540.0,92.70535506,101.97074381,19.69312223,0.82931724,109.45669733,24.9324159
2020-07-27,000661,440.26,444.49,447.91,439.21,51602,2342243456.0,1.99,1.61,7.06,1.52,qfq,stock_zh_a_hist,4535.01,4528.45,4558.12,4482.44,171420552,301893369856.0,1.68,0.51,22.86,0.52,index_zh_a_hist,0.005073697340414851,-0.0324445014208492,0.10188771984466083,14841.01,15046.97,15179.89,14841.01,16880620,61301428736.0,2.29,1.9,279.97,1.7,index_zh_a_hist,0.018959165707320258,0.027022618158686118,0.10191750285238066,2639.26,2631.76,2671.45,2605.77,105550538,182776168448.0,2.5,0.15,3.92,1.9,index_zh_a_hist,0.001491719434973282,-0.024298372446520555,0.10925843189155926,454.28,1.578641384553,183856333341.2,154464985191.2,404720290.0,340021540.0,94.16884016,103.58049617,20.00400601,0.84240919,111.18462605,25.32600934
2020-07-28,000661,446.21,450.81,454.21,438.94,52087,2378397376.0,3.44,1.42,6.32,1.53,qfq,stock_zh_a_hist,4567.67,4568.26,4590.25,4537.68,162768499,292835786752.0,1.16,0.88,39.81,0.49,index_zh_a_hist,0.008791087458181135,-0.026173300590060955,0.09709507295939446,15158.5,15080.22,15234.78,14787.35,16675510,63140939264.0,2.97,0.22,33.25,1.68,index_zh_a_hist,0.00220974721156475,-0.005722943597358032,0.08572728627575765,2668.25,2666.52,2677.74,2627.65,103259167,173581766656.0,1.9,1.32,34.76,1.86,index_zh_a_hist,0.013207891297078778,-0.025576372825240945,0.09364285128373395,460.6,1.391212468081,186414165574.0,156613921324.0,404720290.0,340021540.0,95.47892881,105.02152095,20.28230424,0.85412889,112.73144043,25.67834794
2020-07-29,000661,451.21,493.43,493.67,451.21,121724,5952161024.0,9.42,9.45,42.62,3.58,qfq,stock_zh_a_hist,4559.16,4679.01,4680.56,4548.85,186695306,350432649216.0,2.88,2.42,110.75,0.56,index_zh_a_hist,0.02424336618318579,-0.00751731379057996,0.10151891105471567,15016.08,15663.08,15671.01,15003.1,21551412,75096862720.0,4.43,3.87,582.86,2.17,index_zh_a_hist,0.03865062976534839,0.01967600730168395,0.14506829215870187,2659.94,2767.4,2768.17,2652.9,120422001,207325208576.0,4.32,3.78,100.88,2.16,index_zh_a_hist,0.03783208076444211,-0.0005886537885108067,0.14372858660208387,503.22,9.253148067738,203663344333.8,171105639358.8,404720290.0,340021540.0,104.31373546,114.73931778,22.15905588,0.9331627,123.16264754,28.05440349
2020-07-30,000661,493.73,488.16,503.26,485.71,81140,4087310768.0,3.56,-1.07,-5.27,2.39,qfq,stock_zh_a_hist,4689.76,4656.15,4704.63,4649.77,166967567,324009242624.0,1.17,-0.49,-22.86,0.5,index_zh_a_hist,-0.004885648887264726,-0.011944979670828748,0.07387495848555292,15773.63,15740.83,16158.01,15631.35,27623830,94119219200.0,3.36,0.5,77.75,2.78,index_zh_a_hist,0.004963902374245599,0.0010716116403099996,0.15784390527364933,2782.11,2743.63,2787.38,2734.06,126736850,214750924800.0,1.93,-0.86,-23.77,2.28,index_zh_a_hist,-0.00858928958589289,-0.02001664481885368,0.13167848407228222,497.95,-1.047255673463,201530468405.5,169313725843.0,404720290.0,340021540.0,103.22130395,113.53770377,21.92699391,0.9233901,121.87281972,27.76060216
2020-07-31,000661,485.21,487.21,492.2,475.22,62910,3111270944.0,3.48,-0.19,-0.95,1.85,qfq,stock_zh_a_hist,4652.18,4695.05,4741.81,4621.96,184839027,351119310848.0,2.57,0.84,38.9,0.56,index_zh_a_hist,0.0083545418425095,0.04204998679418237,0.06232464476423205,15690.16,15982.69,16011.24,15548.17,25295823,86087131136.0,2.94,1.54,241.86,2.55,index_zh_a_hist,0.015365136400049995,0.08232477822171069,0.16100282719805192,2747.41,2795.4,2817.42,2741.44,129297252,227349344256.0,2.77,1.89,51.77,2.32,index_zh_a_hist,0.018869162387056493,0.06376339503166095,0.13516015853420837,497.0,-0.190782207049,201145984130.0,168990705380.0,404720290.0,340021540.0,103.02437607,113.32109403,21.88516111,0.92162843,121.64030807,27.70763987
2020-08-03,000661,497.21,486.23,497.85,480.01,64483,3193262720.0,3.66,-0.2,-0.98,1.9,qfq,stock_zh_a_hist,4735.9,4771.31,4771.37,4720.03,214776238,401914826752.0,1.09,1.62,76.26,0.65,index_zh_a_hist,0.016242638523551456,0.053629829191003564,0.021674100499133875,16136.39,16351.23,16366.31,15896.16,27016486,96577417216.0,2.94,2.31,368.54,2.72,index_zh_a_hist,0.023058696627413777,0.08667924505731062,0.183756606095707,2831.35,2868.88,2870.65,2801.11,150431508,262994456576.0,2.49,2.63,73.48,2.7,index_zh_a_hist,0.026286041353652534,0.09009940116119997,0.13417329184934523,496.02,-0.197183098592,200749358245.8,168657484270.8,404720290.0,340021540.0,102.82122941,113.09764399,21.84200727,0.91981114,121.40045394,27.65300509
2020-08-04,000661,486.21,490.27,503.71,482.21,66106,3330582000.0,4.42,0.83,4.04,1.94,qfq,stock_zh_a_hist,4778.49,4775.8,4807.08,4747.77,239974986,426411347968.0,1.24,0.09,4.49,0.73,index_zh_a_hist,0.0009410413492310088,0.045430864267795634,0.016532109584026067,16308.1,16225.36,16699.46,16125.52,29004470,106155188224.0,3.51,-0.77,-125.87,2.92,index_zh_a_hist,-0.007697891840552584,0.07593655795472487,0.14731477729859144,2863.32,2832.84,2893.4,2819.01,144144671,258657021952.0,2.59,-1.26,-36.04,2.59,index_zh_a_hist,-0.01256239368673484,0.06237343053867961,0.09322877673409846,500.06,0.814483286964,202384428217.4,170031171292.4,404720290.0,340021540.0,103.65869114,114.0188054,22.01990677,0.92730285,122.38924035,27.87823419
2020-08-05,000661,483.31,489.2,495.21,477.21,49108,2449160896.0,3.67,-0.22,-1.07,1.44,qfq,stock_zh_a_hist,4761.76,4777.11,4786.7,4711.27,196700549,347407839232.0,1.58,0.03,1.31,0.59,index_zh_a_hist,0.00027429959378522106,0.02096597357133234,0.0006514453288646305,16037.85,16486.8,16538.4,15879.54,22495469,83637952512.0,4.06,1.61,261.44,2.26,index_zh_a_hist,0.01611304772282396,0.0525899120734874,0.16340182906175893,2826.41,2860.24,2875.44,2803.77,127093709,229270245376.0,2.53,0.97,27.4,2.28,index_zh_a_hist,0.009672272348597133,0.03354773433547731,0.07853407089823783,498.99,-0.213974323081,201951377507.1,169667348244.6,404720290.0,340021540.0,103.43688816,113.77483443,21.97278982,0.92531866,122.1273588,27.81858193
2020-08-06,000661,487.21,481.75,491.83,479.21,48319,2382361648.0,2.58,-1.52,-7.45,1.42,qfq,stock_zh_a_hist,4779.24,4762.76,4791.86,4691.16,227854405,404323405824.0,2.11,-0.3,-14.35,0.69,index_zh_a_hist,-0.003003908220660545,0.02289659912159192,-0.01611520481245754,16531.92,16127.08,16712.54,15964.85,24756894,95023357952.0,4.54,-2.18,-359.72,2.49,index_zh_a_hist,-0.021818667054856022,0.0245380961486783,0.10032510839789444,2868.82,2814.37,2868.82,2774.69,135627825,246390587392.0,3.29,-1.6,-45.87,2.44,index_zh_a_hist,-0.016037115766509014,0.025783360001166322,0.020568237448552074,491.54,-1.493015892102,198936211346.6,167134187771.6,404720290.0,340021540.0,101.89255898,112.07615807,21.64473258,0.9115035,120.30397792,27.40324608
2020-08-07,000661,481.21,474.4,489.01,462.32,56717,2745527360.0,5.54,-1.53,-7.35,1.67,qfq,stock_zh_a_hist,4742.29,4707.93,4749.02,4637.84,213518216,397041213440.0,2.33,-1.15,-54.83,0.65,index_zh_a_hist,-0.01151223240306043,0.002743314767680971,-0.009509523198397596,16173.73,15894.16,16338.34,15554.13,24248814,91900018688.0,4.86,-1.44,-232.92,2.44,index_zh_a_hist,-0.014442788155078268,-0.005539117632889168,0.07051709482878232,2807.1,2749.95,2823.97,2703.13,130888115,242167345152.0,4.29,-2.29,-64.42,2.35,index_zh_a_hist,-0.02288966980176743,-0.01625885383129433,-0.010261079878781887,484.19,-1.495300484193,195961517215.1,164635029452.6,404720290.0,340021540.0,100.36895905,110.40028274,21.32107878,0.89787379,118.50507196,26.99348521
2020-08-10,000661,470.21,478.71,485.21,459.21,48805,2348071392.0,5.48,0.91,4.31,1.44,qfq,stock_zh_a_hist,4681.76,4724.87,4757.66,4646.29,203788833,371297558528.0,2.37,0.36,16.94,0.62,index_zh_a_hist,0.0035981843400390012,-0.009733176004074418,-0.026394200652797517,15850.23,15910.29,16038.53,15480.87,21983721,80152584192.0,3.51,0.1,16.13,2.21,index_zh_a_hist,0.0010148381543912954,-0.026966778646010048,0.03017096252861906,2735.43,2735.26,2757.43,2693.73,114694561,208395202560.0,2.32,-0.53,-14.69,2.06,index_zh_a_hist,-0.005341915307550904,-0.0465756671593095,-0.05335654437034276,488.5,0.89014643012,197705861665.0,166100522290.0,404720290.0,340021540.0,101.26238976,111.38300691,21.51086761,0.90586618,119.55994062,27.23376676
