date,open,high,low,close,volume,amount,turnover,pct_change,amplitude,change,hs300_open,hs300_close,hs300_high,hs300_low,hs300_volume,hs300_amount,hs300_amplitude,hs300_pct_change,hs300_change,hs300_turnover,hs300_daily_return,hs300_return_5d,hs300_return_20d,csi_pharma_open,csi_pharma_close,csi_pharma_high,csi_pharma_low,csi_pharma_volume,csi_pharma_amount,csi_pharma_amplitude,csi_pharma_pct_change,csi_pharma_change,csi_pharma_turnover,csi_pharma_daily_return,csi_pharma_return_5d,csi_pharma_return_20d,chinext_open,chinext_close,chinext_high,chinext_low,chinext_volume,chinext_amount,chinext_amplitude,chinext_pct_change,chinext_change,chinext_turnover,chinext_daily_return,chinext_return_5d,chinext_return_20d,valuation_close,valuation_pct_change,total_market_cap,float_market_cap,total_shares,float_shares,pe_ttm,pe_static,pb,peg,pcf,ps,daily_return,return_5d,return_20d,ma5,ma10,ma20,ma60,volume_ma5,volume_ma20,volatility_5d,volatility_20d,rsi14,macd,macd_signal,macd_hist,boll_mid,boll_upper,boll_lower,boll_width,future_5d_return,future_5d_direction,trade_year,period,year,revenue,net_profit,roe,gross_margin,net_margin,asset_liability_ratio,current_ratio,revenue_growth,net_profit_growth,topsis_score,rank,disclosure_date,disclosure_source,report_type,fundamental_mapping_method
2019-01-16,80.85,83.46,79.56,81.78,23473,433598176.0,1.38,1.2,4.83,0.97,3126.13,3128.65,3135.01,3117.29,80214341,85781590016.0,0.57,0.02,0.66,0.24,0.0002109981170017,0.0162970037161196,,7546.7,7641.88,7660.56,7524.13,7378070,12049397760.0,1.81,1.23,92.9,0.74,0.0123062983343444,0.0111904897377506,,1267.14,1267.3,1277.27,1262.27,55111237,53057095168.0,1.18,0.08,1.03,0.99,0.0008134126213208,0.0037860786363779,,184.94,1.060109289617,31460562289.1,31441251039.24,170112265.0,170007846.0,31.03920436,31.25753337,5.94150528,0.23212716,51.27247044,5.62365035,0.012003464917708095,0.038871951219512146,,78.60600000000001,77.469,,,21337.0,,0.050964652960509914,,,,,,,,,,0.0217657128882367,1.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-01-17,82.26,83.56,81.06,82.21,16365,304836064.0,0.96,0.53,3.06,0.43,3132.63,3111.42,3141.71,3110.06,80174871,82888208384.0,1.01,-0.55,-17.23,0.24,-0.0055071676282102,0.0126045907657459,,7636.16,7603.87,7685.13,7598.45,7088944,10927179776.0,1.13,-0.5,-38.01,0.71,-0.0049739069443645,0.0128823682990637,,1267.82,1251.41,1267.82,1251.15,51818063,49201441024.0,1.32,-1.25,-15.89,0.93,-0.012538467608301,-0.0060206991318437,,185.8,0.465015680761,31606858837.0,31587457786.8,170112265.0,170007846.0,31.18354153,31.40288581,5.96913421,0.23320659,51.51089547,5.6498012,0.005258009293225729,0.055869509375802595,,79.476,78.363,,,21800.4,,0.049912126128843055,,,,,,,,,,0.020678749543851183,1.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-01-18,82.45,86.53,82.45,85.98,22084,422218928.0,1.3,4.59,4.96,3.77,3124.5,3168.17,3171.69,3120.35,103963835,106780659712.0,1.65,1.82,56.75,0.31,0.0182392605305616,0.0237141250751264,,7612.45,7792.25,7802.85,7612.45,8771464,14121893120.0,2.5,2.48,188.38,0.88,0.0247742268081911,0.0402663060383439,,1255.6,1269.5,1270.0,1248.85,50640530,47848419328.0,1.69,1.45,18.09,0.91,0.0144556939771935,0.006293794983988,,193.35,4.063509149623,32891206437.75,32871017024.1,170112265.0,170007846.0,32.45068759,32.67894494,6.21169052,0.24268296,53.60404542,5.87938139,0.04585816810606991,0.09780388151174679,,81.00800000000001,79.405,,,24211.2,,0.0518709477460299,,,,,,,,,,-0.019423121656199083,0.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-01-21,85.98,87.25,84.56,85.06,19963,384584288.0,1.17,-1.07,3.13,-0.92,3170.88,3185.64,3199.21,3170.88,93915023,105536987136.0,0.89,0.55,17.47,0.28,0.0055142242998322,0.0384186610513139,,7801.58,7825.16,7908.57,7797.55,8070654,13590250240.0,1.42,0.42,32.91,0.81,0.0042234271231029,0.0635189866536192,,1271.39,1274.79,1283.14,1266.8,51088753,49277799936.0,1.29,0.42,5.29,0.92,0.0041669948798739,0.0231059390048153,,191.5,-0.956814067753,32576498747.5,32556502509.0,170112265.0,170007846.0,32.14019485,32.3662682,6.15225619,0.24036093,53.09115437,5.82312665,-0.010700162828564785,0.14543495825478048,,83.168,80.20599999999999,,,23176.6,,0.0394147844366731,,,,,,,,,,-0.026451916294380484,0.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-01-22,85.21,85.21,82.5,83.06,11992,225618445.0,0.71,-2.35,3.19,-2.0,3181.95,3143.32,3181.95,3135.34,72990528,78150877184.0,1.46,-1.33,-42.32,0.22,-0.0132846147085042,0.0049009108085384,,7818.92,7668.02,7818.92,7641.6,7549059,10892652800.0,2.27,-2.01,-157.14,0.76,-0.0200813785277232,0.0157690178010805,,1273.47,1252.24,1273.47,1247.45,47440492,47338458112.0,2.04,-1.77,-22.55,0.85,-0.0176891880231253,-0.0110797855117786,,187.51,-2.083550913838,31897750810.15,31878171203.46,170112265.0,170007846.0,31.47053753,31.69190052,6.0240708,0.23535289,51.98497314,5.70179884,-0.02351281448389375,0.027843088726642762,,83.61800000000001,80.80600000000001,,,18775.4,,0.026338794044990312,,66.37801204819277,,,,,,,,-0.0037322417529497276,0.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-01-23,82.55,84.01,82.32,83.56,8897,167249000.0,0.52,0.6,2.03,0.5,3136.1,3141.05,3157.63,3131.87,59870479,62669651968.0,0.82,-0.07,-2.27,0.18,-0.0007221663718616,0.0039633707829256,,7641.44,7644.53,7683.03,7614.22,6340511,8262699264.0,0.9,-0.31,-23.49,0.64,-0.0030633722916738,0.0003467733070918,,1250.83,1251.13,1255.41,1244.94,41704005,42102042880.0,0.84,-0.09,-1.11,0.75,-0.0008864115505013,-0.0127594097687996,,188.5,0.527971841502,32066161952.5,32046478971.0,170112265.0,170007846.0,31.6366931,31.85922484,6.0558762,0.23659549,52.25943916,5.73190273,0.006019744762822077,0.0217657128882367,,83.974,81.28999999999999,,,15860.2,,0.026120438454290157,,69.811320754717,,,,,,,,-0.02584968884633787,0.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-01-24,83.5,84.56,80.31,83.91,14416,270328704.0,0.85,0.42,5.09,0.35,3146.6,3158.78,3165.63,3125.3,72934636,80963878912.0,1.28,0.56,17.73,0.22,0.0056446092867035,0.0152213458806589,,7652.51,7680.34,7691.6,7567.94,6362545,9136865280.0,1.62,0.47,35.81,0.64,0.0046843952473207,0.0100567211170101,,1252.38,1265.16,1272.49,1248.06,50755540,53393223168.0,1.95,1.12,14.03,0.91,0.0112138626681479,0.0109876059804541,,189.2,0.371352785146,32185240538.0,32165484463.2,170112265.0,170007846.0,31.75417684,31.97753495,6.07836487,0.23747409,52.45350604,5.75318831,0.004188606988989818,0.020678749543851183,,84.314,81.89500000000001,,,15470.4,,0.02611792393509285,,67.37411568872244,,,,,,,,-0.019902276248361384,0.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-01-25,83.21,85.23,82.9,84.31,11783,223987864.0,0.69,0.48,2.78,0.4,3165.18,3184.47,3203.17,3164.41,83967729,93207953408.0,1.23,0.81,25.69,0.25,0.008132886747415,0.0051449259351612,,7681.54,7660.99,7728.35,7640.79,7940853,10415689472.0,1.14,-0.25,-19.35,0.8,-0.0025194197131898,-0.016844942089897,,1266.63,1265.49,1276.99,1261.41,51347195,53316453632.0,1.23,0.03,0.33,0.92,0.0002608365740301,-0.0031587239070499,,190.0,0.422832980973,32321330350.0,32301490740.0,170112265.0,170007846.0,31.88844398,32.11274652,6.1040662,0.23847821,52.67529676,5.77751469,0.0047670122750567145,-0.019423121656199083,,83.97999999999999,82.494,,,13410.2,,0.012940584782718496,,65.82388840453359,,,,,,,,0.027754714743209563,1.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-01-28,84.31,85.79,81.71,82.81,14325,270630384.0,0.84,-1.78,4.84,-1.5,3203.12,3183.78,3228.87,3174.72,82622431,97371496448.0,1.7,-0.02,-0.69,0.25,-0.0002166765584225,-0.0005838701171506,,7683.35,7556.05,7690.06,7550.17,8549420,12749905664.0,1.83,-1.37,-104.94,0.86,-0.013697968539314,-0.0343903511238108,,1272.37,1259.74,1279.82,1257.53,51305175,50093459456.0,1.76,-0.45,-5.75,0.92,-0.0045436945372938,-0.0118058660642144,,187.0,-1.578947368421,31810993555.0,31791467202.0,170112265.0,170007846.0,31.38494223,31.60570315,6.00768621,0.23471277,51.84358155,5.68629077,-0.01779148380974971,-0.026451916294380484,,83.53,83.349,,,12282.6,,0.014206098573588382,,61.768317642243154,,,,,,,,0.09189711387513588,1.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-01-29,81.91,84.15,81.9,82.75,13645,256006958.0,0.8,-0.07,2.72,-0.06,3177.26,3193.97,3200.99,3148.23,77658335,85943910400.0,1.66,0.32,10.19,0.23,0.0032005980312708,0.0161135360065152,,7543.14,7545.17,7593.64,7481.49,7356794,10501083136.0,1.48,-0.14,-10.88,0.74,-0.0014399057708723,-0.016021084973696,,1259.8,1243.59,1259.8,1229.48,51543345,48519440640.0,2.41,-1.28,-16.15,0.93,-0.0128201057361043,-0.0069076215421964,,186.88,-0.064171122995,31790580083.2,31771066260.48,170112265.0,170007846.0,31.36480216,31.58542142,6.00383101,0.23456215,51.81031294,5.68264181,-0.0007245501750996475,-0.0037322417529497276,,83.46799999999999,83.543,80.135,,12613.2,17556.45,0.00988762815222682,,58.826106000876045,,,,80.135,88.04526381887547,72.22473618112454,0.1974234434111303,0.1206042296072507,1.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-01-30,82.54,83.95,80.97,81.4,9965,185024916.0,0.59,-1.63,3.6,-1.35,3181.66,3168.48,3202.9,3167.89,63746516,73005121536.0,1.1,-0.8,-25.49,0.19,-0.0079806635629012,0.008732748603174,0.0669935410871718,7511.36,7486.16,7573.57,7482.07,6422349,9048710656.0,1.21,-0.78,-59.01,0.65,-0.0078208973422733,-0.02071677395471,0.0097002524871059,1238.28,1230.82,1248.96,1230.82,41711935,40668960256.0,1.46,-1.03,-12.77,0.75,-0.0102686576765653,-0.0162333250741331,0.0016683350016684,184.18,-1.44477739726,31331276967.7,31312045076.28,170112265.0,170007846.0,30.91165059,31.12908239,5.91708901,0.23117325,51.06176925,5.60054029,-0.01631419939577028,-0.02584968884633787,0.09467455621301779,83.036,83.50500000000001,80.487,,12826.8,17053.55,0.011063280192106425,0.028822285863109413,57.59005145797601,,,,80.487,87.92785196027555,73.04614803972444,0.18489574615218737,0.17088452088452089,1.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-01-31,81.85,82.8,81.0,82.24,10897,202080882.0,0.64,1.03,2.21,0.84,3182.7,3201.63,3216.07,3178.01,86247839,97509924864.0,1.2,1.05,33.15,0.26,0.0104624299348583,0.0135653638430026,0.0798660298700772,7497.66,7495.01,7544.77,7448.47,7410445,10856477952.0,1.29,0.12,8.85,0.75,0.0011821815189629,-0.0241304421418843,0.0335464316150331,1231.0,1227.99,1243.59,1220.95,52366208,46090205184.0,1.84,-0.23,-2.83,0.94,-0.0022992801546936,-0.0293796832021246,0.0111074516261835,185.87,0.917580627647,31618766695.55,31599358336.02,170112265.0,170007846.0,31.19528991,31.41471682,5.97138307,0.23329445,51.53030215,5.65192976,0.010319410319410194,-0.019902276248361384,0.12242391155998367,82.702,83.50800000000001,80.93549999999999,,12123.0,16651.15,0.01259430420401208,0.02846829883790014,58.27004219409284,,,,80.93549999999999,87.58388239130785,74.28711760869213,0.16428841216296589,0.14761673151750965,1.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-02-01,82.31,87.21,82.31,86.65,20915,401468464.0,1.23,5.36,5.96,4.41,3225.73,3247.4,3247.5,3207.72,82019640,94766411776.0,1.24,1.43,45.77,0.25,0.0142958430549438,0.0197615301761362,0.0696768965733052,7533.86,7753.65,7762.41,7530.22,8644888,13309290496.0,3.1,3.45,258.64,0.87,0.0345082928508433,0.0120950425467203,0.0411678687054102,1233.38,1271.27,1272.19,1233.38,46354209,45332103424.0,3.16,3.52,43.28,0.83,0.0352445866823019,0.0045674007696623,0.0209691927141892,194.69,4.74525205789,33119156872.85,33098827537.74,170112265.0,170007846.0,32.67558504,32.90542431,6.25474025,0.24436486,53.97554488,5.92012808,0.05362354085603127,0.027754714743209563,0.14677077818951823,83.17,83.575,81.49,,13949.4,16565.2,0.0291362285944509,0.029908733915474144,75.75883575883576,,,,81.49,88.10043513178813,74.87956486821186,0.1622391736848236,0.07016733987305246,1.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-02-11,86.19,91.74,86.16,90.42,21662,430255936.0,1.27,4.35,6.44,3.77,3239.81,3306.47,3307.06,3239.81,98818435,114752356352.0,2.07,1.82,59.07,0.3,0.0181899365646363,0.0385359541174326,0.0825622892315749,7736.65,7943.52,7950.09,7736.3,8986705,14330176256.0,2.76,2.45,189.87,0.9,0.0244878218645412,0.0512794383308738,0.0630067619558687,1275.22,1316.1,1319.18,1274.73,52224417,53336159488.0,3.5,3.53,44.83,0.94,0.0352639486497754,0.0447393906679154,0.0378846426825227,202.23,3.872823462941,34401803350.95,34380686696.58,170112265.0,170007846.0,33.94105277,34.17979331,6.4969753,0.25382868,56.06592244,6.14940419,0.04350836699365268,0.09189711387513588,0.17352368591823497,84.69200000000001,84.111,82.1585,,15416.8,16854.55,0.029608883483291968,0.030886256531998144,72.59050305594735,,,,82.1585,89.53782039375471,74.7791796062453,0.1796362006062601,0.07885423578854223,1.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
2019-02-12,90.13,93.18,89.86,92.73,17734,365603952.0,1.04,2.55,3.67,2.31,3306.35,3330.34,3335.36,3298.63,122232463,122834100224.0,1.11,0.72,23.87,0.37,0.0072191793665148,0.0426960804265539,0.0927387866259803,7964.13,8149.75,8185.02,7962.13,12266647,19169925632.0,2.81,2.6,206.23,1.23,0.0259620420166373,0.0801280819385117,0.0888647802229367,1316.91,1332.27,1336.14,1314.91,58697467,58466105856.0,1.61,1.23,16.17,1.05,0.0122863004330977,0.0713096760186235,0.0544198304722558,206.85,2.284527518172,35187722015.25,35166122945.1,170112265.0,170007846.0,34.71644546,34.96064009,6.64540049,0.25962746,57.34676387,6.28988902,0.025547445255474477,0.1206042296072507,0.20334804048793154,86.68800000000002,85.078,82.94200000000001,,16234.6,17133.8,0.027707038484027127,0.031047265310096158,74.21494913754977,,,,82.94200000000001,91.30410399109546,74.57989600890456,0.20163738494599723,0.015421115065243018,1.0,2019,2017-12-31,2017,4102000000.000001,662000000.0,15.99,81.94,22.61,29.26,2.66,41.59475319295824,36.49484536082477,0.3074792232604887,9,2018-02-09,stock_report_disclosure,2017年报,disclosure_date_asof
