date,csi_pharma_open,csi_pharma_close,csi_pharma_high,csi_pharma_low,csi_pharma_volume,csi_pharma_amount,csi_pharma_amplitude,csi_pharma_pct_change,csi_pharma_change,csi_pharma_turnover,csi_pharma_source
2022-08-11,10333.96,10554.43,10562.02,10310.52,9168583,32524496424.9,2.45,2.77,284.52,0.92,index_zh_a_hist
2022-08-12,10534.56,10577.22,10612.66,10469.67,7581804,24821378400.3,1.35,0.22,22.79,0.76,index_zh_a_hist
2022-08-15,10549.07,10427.04,10549.07,10410.48,7226013,25209819109.9,1.31,-1.42,-150.18,0.73,index_zh_a_hist
2022-08-16,10426.05,10316.32,10437.85,10293.27,6999527,25390305691.0,1.39,-1.06,-110.72,0.7,index_zh_a_hist
2022-08-17,10315.34,10404.03,10431.75,10258.37,6989408,23379267848.9,1.68,0.85,87.71,0.7,index_zh_a_hist
2022-08-18,10364.64,10215.02,10364.64,10207.27,7011040,24911361622.1,1.51,-1.82,-189.01,0.71,index_zh_a_hist
2022-08-19,10173.2,10141.23,10197.59,10134.57,7771666,29338020294.7,0.62,-0.72,-73.79,0.78,index_zh_a_hist
2022-08-22,10072.2,10188.18,10205.66,9991.5,8700921,28722472889.9,2.11,0.46,46.95,0.88,index_zh_a_hist
2022-08-23,10173.41,10057.41,10185.74,10020.94,9003210,29150321943.1,1.62,-1.28,-130.77,0.91,index_zh_a_hist
2022-08-24,10030.84,9932.39,10130.38,9931.21,9177063,26923341518.1,1.98,-1.24,-125.02,0.92,index_zh_a_hist
2022-08-25,9945.23,10034.08,10035.65,9878.68,7849220,25647858136.0,1.58,1.02,101.69,0.79,index_zh_a_hist
2022-08-26,10032.73,10041.23,10208.63,10007.62,8139034,26908402657.9,2.0,0.07,7.15,0.82,index_zh_a_hist
2022-08-29,9907.56,9954.75,9995.39,9887.61,7661083,23602030131.1,1.07,-0.86,-86.48,0.77,index_zh_a_hist
2022-08-30,9940.3,9936.6,10012.32,9853.49,7745940,22728250027.8,1.6,-0.18,-18.15,0.78,index_zh_a_hist
2022-08-31,9922.69,10068.68,10160.73,9912.08,9578674,33434153912.1,2.5,1.33,132.08,0.96,index_zh_a_hist
2022-09-01,10039.47,10031.3,10169.81,9997.56,9540812,29568728223.1,1.71,-0.37,-37.38,0.96,index_zh_a_hist
2022-09-02,10053.44,9970.8,10164.57,9923.83,8056297,25509120192.7,2.4,-0.6,-60.5,0.81,index_zh_a_hist
2022-09-05,9979.0,9827.66,10033.78,9776.68,8976082,29049925466.2,2.58,-1.44,-143.14,0.9,index_zh_a_hist
2022-09-06,9838.78,9839.2,9865.83,9773.57,7912638,24987418764.6,0.94,0.12,11.54,0.8,index_zh_a_hist
2022-09-07,9795.56,9796.93,9854.74,9733.67,7757176,24785015531.6,1.23,-0.43,-42.27,0.78,index_zh_a_hist
2022-09-08,9820.02,9737.36,9861.52,9736.74,7465107,22234973329.9,1.27,-0.61,-59.57,0.75,index_zh_a_hist
2022-09-09,9832.89,9966.84,9975.25,9831.3,8428944,28911585093.8,1.48,2.36,229.48,0.85,index_zh_a_hist
2022-09-13,9922.41,9837.71,9955.82,9827.81,9723294,37717269858.9,1.28,-1.3,-129.13,0.98,index_zh_a_hist
2022-09-14,9672.73,9787.82,9798.86,9647.13,7677981,26632492420.7,1.54,-0.51,-49.89,0.77,index_zh_a_hist
2022-09-15,9846.12,9711.36,9952.7,9661.44,8716218,28414376649.7,2.98,-0.78,-76.46,0.88,index_zh_a_hist
2022-09-16,9687.93,9413.54,9724.76,9411.98,8874250,27369016294.4,3.22,-3.07,-297.82,0.89,index_zh_a_hist
2022-09-19,9414.21,9303.3,9464.14,9250.11,6938743,22704644829.5,2.27,-1.17,-110.24,0.7,index_zh_a_hist
2022-09-20,9331.23,9305.24,9364.86,9239.13,5723803,19081318705.4,1.35,0.02,1.94,0.58,index_zh_a_hist
2022-09-21,9274.64,9087.99,9274.64,9064.39,6135832,21591510471.7,2.26,-2.33,-217.25,0.62,index_zh_a_hist
2022-09-22,9003.99,8917.13,9065.65,8906.9,6443780,21536881778.6,1.75,-1.88,-170.86,0.65,index_zh_a_hist
2022-09-23,8899.25,8864.13,8955.44,8773.93,6711493,21421634554.1,2.04,-0.59,-53.0,0.68,index_zh_a_hist
2022-09-26,8820.18,8812.42,8960.87,8806.44,7058088,22093324486.7,1.74,-0.58,-51.71,0.71,index_zh_a_hist
2022-09-27,8835.3,9262.7,9267.92,8810.76,10398199,33622574251.0,5.19,5.11,450.28,1.05,index_zh_a_hist
2022-09-28,9223.09,9189.48,9367.82,9187.39,8944757,28091476287.3,1.95,-0.79,-73.22,0.9,index_zh_a_hist
2022-09-29,9282.76,9359.28,9561.85,9268.82,9943843,33371131440.4,3.19,1.85,169.8,1.0,index_zh_a_hist
2022-09-30,9373.54,9366.44,9495.03,9328.09,9127786,26362491592.3,1.78,0.08,7.16,0.92,index_zh_a_hist
2022-10-10,9411.61,9131.46,9423.61,9108.35,9383746,29795880408.4,3.37,-2.51,-234.98,0.94,index_zh_a_hist
2022-10-11,9151.17,9036.76,9156.61,8960.57,7580621,23069358081.7,2.15,-1.04,-94.7,0.76,index_zh_a_hist
2022-10-12,9022.43,9103.49,9107.25,8780.47,8047916,24523910341.5,3.62,0.74,66.73,0.81,index_zh_a_hist
2022-10-13,9081.23,9340.12,9426.75,9058.4,9958246,32005353796.7,4.05,2.6,236.63,1.0,index_zh_a_hist
2022-10-14,9420.41,10078.82,10155.82,9420.41,19475742,66944243375.2,7.87,7.91,738.7,1.96,index_zh_a_hist
2022-10-17,10129.22,10163.41,10374.66,10110.0,16485184,60368279601.3,2.63,0.84,84.59,1.66,index_zh_a_hist
2022-10-18,10188.86,10334.8,10401.16,10033.83,18423636,57080025534.9,3.61,1.69,171.39,1.85,index_zh_a_hist
2022-10-19,10283.2,10120.63,10283.47,10061.68,13217845,41748201480.0,2.15,-2.07,-214.17,1.33,index_zh_a_hist
2022-10-20,10046.61,10155.29,10374.98,10026.37,14410955,47769280335.5,3.44,0.34,34.66,1.45,index_zh_a_hist
2022-10-21,10096.26,10148.94,10219.92,10013.12,11913865,39464625540.8,2.04,-0.06,-6.35,1.2,index_zh_a_hist
2022-10-24,10139.68,9809.05,10204.85,9768.95,14268948,48021983715.8,4.3,-3.35,-339.89,1.44,index_zh_a_hist
2022-10-25,9742.91,9618.26,9836.94,9499.23,12212727,40849700272.6,3.44,-1.95,-190.79,1.23,index_zh_a_hist
2022-10-26,9672.11,10111.21,10230.07,9672.11,16917800,58038078409.4,5.8,5.13,492.95,1.7,index_zh_a_hist
2022-10-27,10100.04,10030.39,10125.45,9869.72,18141184,58858374847.1,2.53,-0.8,-80.82,1.83,index_zh_a_hist
2022-10-28,9902.94,9821.23,10089.42,9788.79,14821812,47237212824.0,3.0,-2.09,-209.16,1.49,index_zh_a_hist
2022-10-31,9695.8,9767.59,9891.99,9582.09,16293323,51772547232.4,3.16,-0.55,-53.64,1.64,index_zh_a_hist
2022-11-01,9788.99,10119.7,10120.48,9654.53,19155611,62876424892.9,4.77,3.6,352.11,1.93,index_zh_a_hist
2022-11-02,10035.32,10267.91,10518.09,10006.1,26940634,85353349243.3,5.06,1.46,148.21,2.71,index_zh_a_hist
2022-11-03,10121.67,10191.96,10295.74,10073.61,16508514,52056534151.0,2.16,-0.74,-75.95,1.66,index_zh_a_hist
2022-11-04,10195.04,10421.62,10531.24,10195.04,17181659,60613341343.2,3.3,2.25,229.66,1.73,index_zh_a_hist
2022-11-07,10385.74,10399.97,10443.37,10300.92,14737212,50579937075.8,1.37,-0.21,-21.65,1.48,index_zh_a_hist
2022-11-08,10383.59,10266.24,10383.59,10211.77,12436976,40783171335.8,1.65,-1.29,-133.73,1.25,index_zh_a_hist
2022-11-09,10234.32,10284.0,10385.66,10227.88,14695123,42581104007.2,1.54,0.17,17.76,1.48,index_zh_a_hist
2022-11-10,10233.18,10214.54,10330.9,10179.83,14727248,42762658850.4,1.47,-0.68,-69.46,1.48,index_zh_a_hist
2022-11-11,10520.03,10204.18,10581.15,10202.9,24672965,82431597808.8,3.7,-0.1,-10.36,2.48,index_zh_a_hist
2022-11-14,10219.31,10525.29,10593.46,10165.23,21759299,68311994578.2,4.2,3.15,321.11,2.19,index_zh_a_hist
2022-11-15,10544.42,10590.25,10591.55,10314.55,19414857,63035293694.5,2.63,0.62,64.96,1.95,index_zh_a_hist
2022-11-16,10588.76,10581.25,10803.17,10500.24,18197131,62045265444.6,2.86,-0.08,-9.0,1.83,index_zh_a_hist
2022-11-17,10513.75,10612.15,10637.88,10450.94,16349132,52481325493.4,1.77,0.29,30.9,1.65,index_zh_a_hist
2022-11-18,10655.28,10770.85,10849.31,10623.07,24658496,73926360605.7,2.13,1.5,158.7,2.48,index_zh_a_hist
2022-11-21,10640.62,10712.14,10724.15,10505.79,22240371,66292421113.3,2.03,-0.55,-58.71,2.24,index_zh_a_hist
2022-11-22,10676.84,10413.53,10807.1,10352.57,21401195,61076243888.3,4.24,-2.79,-298.61,2.15,index_zh_a_hist
2022-11-23,10388.06,10200.46,10413.75,10109.31,16332047,47682133967.5,2.92,-2.05,-213.07,1.64,index_zh_a_hist
2022-11-24,10232.36,10295.0,10327.0,10201.6,13141081,38544026658.8,1.23,0.93,94.54,1.32,index_zh_a_hist
2022-11-25,10254.72,10223.98,10260.14,10072.17,11342147,34081379947.6,1.83,-0.69,-71.02,1.14,index_zh_a_hist
2022-11-28,10014.36,10108.98,10169.86,10004.8,12751436,40895573188.6,1.61,-1.12,-115.0,1.28,index_zh_a_hist
2022-11-29,10107.95,10377.39,10399.63,10102.04,16513837,54744824312.7,2.94,2.66,268.41,1.66,index_zh_a_hist
2022-11-30,10355.23,10309.69,10396.5,10229.31,14332789,45621872177.0,1.61,-0.65,-67.7,1.44,index_zh_a_hist
2022-12-01,10464.23,10395.07,10503.19,10289.06,19059908,61719786560.7,2.08,0.83,85.38,1.92,index_zh_a_hist
2022-12-02,10355.81,10339.74,10434.88,10325.65,11526442,37758338364.8,1.05,-0.53,-55.33,1.16,index_zh_a_hist
2022-12-05,10421.06,10364.88,10467.73,10301.72,17156530,56898171297.0,1.61,0.24,25.14,1.73,index_zh_a_hist
2022-12-06,10337.79,10297.21,10470.54,10264.55,16369451,55227102297.5,1.99,-0.65,-67.67,1.65,index_zh_a_hist
2022-12-07,10268.82,10382.27,10445.39,10181.64,17632921,53824161953.0,2.56,0.83,85.06,1.78,index_zh_a_hist
2022-12-08,10387.34,10385.79,10443.89,10310.8,19265455,60370120479.8,1.28,0.03,3.52,1.94,index_zh_a_hist
2022-12-09,10376.87,10424.79,10466.61,10327.13,21449006,66212171089.0,1.34,0.38,39.0,2.16,index_zh_a_hist
2022-12-12,10451.97,10533.74,10595.16,10450.42,20318212,61568749487.8,1.39,1.05,108.95,2.05,index_zh_a_hist
2022-12-13,10542.8,10452.16,10542.8,10320.36,17901957,52475826418.8,2.11,-0.77,-81.58,1.8,index_zh_a_hist
2022-12-14,10458.42,10355.9,10458.43,10311.23,17157593,54892953244.3,1.41,-0.92,-96.26,1.73,index_zh_a_hist
2022-12-15,10336.44,10304.18,10417.3,10269.12,11598042,38475244070.4,1.43,-0.5,-51.72,1.17,index_zh_a_hist
2022-12-16,10282.02,10388.76,10400.63,10275.13,13315072,41246135715.9,1.22,0.82,84.58,1.34,index_zh_a_hist
2022-12-19,10403.96,10035.59,10413.11,10012.84,18059158,50659241455.1,3.85,-3.4,-353.17,1.82,index_zh_a_hist
2022-12-20,9996.05,9865.8,10063.4,9859.52,11610537,34537346741.8,2.03,-1.69,-169.79,1.17,index_zh_a_hist
2022-12-21,9887.18,9862.88,9943.7,9832.66,10493440,30275234204.6,1.13,-0.03,-2.92,1.06,index_zh_a_hist
2022-12-22,9911.9,9915.17,10092.41,9836.71,10654082,34889680799.0,2.59,0.53,52.29,1.07,index_zh_a_hist
2022-12-23,9878.55,10029.17,10062.33,9876.79,9486657,30865868376.2,1.87,1.15,114.0,0.96,index_zh_a_hist
2022-12-26,10063.69,10038.86,10104.94,10025.38,11167240,33363623466.0,0.79,0.1,9.69,1.12,index_zh_a_hist
2022-12-27,10069.52,10084.17,10098.46,9913.72,12797441,39926465949.7,1.84,0.45,45.31,1.29,index_zh_a_hist
2022-12-28,10067.16,10134.17,10202.02,10061.42,11812981,35891502232.1,1.39,0.5,50.0,1.19,index_zh_a_hist
2022-12-29,10090.46,10286.22,10348.07,10072.29,12644999,40173560874.5,2.72,1.5,152.05,1.27,index_zh_a_hist
2022-12-30,10303.22,10280.1,10347.37,10240.19,11004110,32042693225.9,1.04,-0.06,-6.12,1.11,index_zh_a_hist
2023-01-03,10296.62,10330.42,10388.12,10235.9,13740087,41153854760.6,1.48,0.49,50.32,1.38,index_zh_a_hist
2023-01-04,10335.04,10398.08,10443.15,10306.85,11562236,35742169299.7,1.32,0.65,67.66,1.16,index_zh_a_hist
2023-01-05,10429.76,10644.0,10694.27,10399.3,12609574,47292808944.0,2.84,2.37,245.92,1.27,index_zh_a_hist
2023-01-06,10630.49,10550.43,10630.49,10517.68,9963228,33677160478.1,1.06,-0.88,-93.57,1.0,index_zh_a_hist
2023-01-09,10551.11,10631.8,10669.17,10526.02,10264574,35286779481.3,1.36,0.77,81.37,1.03,index_zh_a_hist
2023-01-10,10633.12,10759.03,10801.68,10564.08,10444680,37161529587.5,2.23,1.2,127.23,1.05,index_zh_a_hist
2023-01-11,10757.91,10697.25,10826.02,10691.52,11038493,37136998412.3,1.25,-0.57,-61.78,1.11,index_zh_a_hist
2023-01-12,10705.25,10663.27,10771.52,10626.18,9489384,32258080287.7,1.36,-0.32,-33.98,0.96,index_zh_a_hist
2023-01-13,10700.86,10932.46,10932.46,10638.82,9989223,37018637262.0,2.75,2.52,269.19,1.01,index_zh_a_hist
2023-01-16,10952.07,11267.58,11406.57,10952.07,15360415,61952801092.2,4.16,3.07,335.12,1.55,index_zh_a_hist
2023-01-17,11267.43,11158.6,11273.38,11120.23,9136053,36071591750.1,1.36,-0.97,-108.98,0.92,index_zh_a_hist
2023-01-18,11157.59,11076.17,11169.97,11047.69,6599019,25425356647.2,1.1,-0.74,-82.43,0.66,index_zh_a_hist
2023-01-19,11085.23,11289.99,11375.25,11018.56,9757355,37705880633.9,3.22,1.93,213.82,0.98,index_zh_a_hist
2023-01-20,11292.32,11250.35,11423.39,11238.22,7931785,30979677120.3,1.64,-0.35,-39.64,0.8,index_zh_a_hist
2023-01-30,11380.37,11159.31,11388.67,11153.93,11433550,42481561354.2,2.09,-0.81,-91.04,1.15,index_zh_a_hist
2023-01-31,11129.11,10929.3,11168.78,10927.13,10143823,36610828643.4,2.17,-2.06,-230.01,1.02,index_zh_a_hist
2023-02-01,10946.76,11023.32,11024.0,10862.96,10567188,36025440743.7,1.47,0.86,94.02,1.06,index_zh_a_hist
2023-02-02,11049.97,11099.32,11229.57,10981.45,10646634,37090250523.5,2.25,0.69,76.0,1.07,index_zh_a_hist
2023-02-03,11066.65,11002.27,11121.35,10919.35,8467414,29481143635.6,1.82,-0.87,-97.05,0.85,index_zh_a_hist
2023-02-06,10923.4,10851.06,10944.57,10799.63,8491645,32749385493.6,1.32,-1.37,-151.21,0.85,index_zh_a_hist
2023-02-07,10885.53,10793.98,10935.58,10741.59,7566806,25517374303.8,1.79,-0.53,-57.08,0.76,index_zh_a_hist
2023-02-08,10810.42,10822.24,10939.81,10810.42,6772589,23834861561.1,1.2,0.26,28.26,0.68,index_zh_a_hist
2023-02-09,10804.17,10936.55,10936.55,10800.59,8145169,26251175314.3,1.26,1.06,114.31,0.82,index_zh_a_hist
2023-02-10,10929.36,10922.59,10972.92,10839.53,7895724,26195553831.8,1.22,-0.13,-13.96,0.79,index_zh_a_hist
2023-02-13,10922.36,11004.72,11117.83,10915.31,8986395,34295803840.7,1.85,0.75,82.13,0.9,index_zh_a_hist
2023-02-14,11027.78,11039.4,11053.65,10961.78,7667360,25714315790.6,0.83,0.32,34.68,0.77,index_zh_a_hist
2023-02-15,11036.94,10894.7,11060.35,10878.62,8792085,30338855373.5,1.65,-1.31,-144.7,0.89,index_zh_a_hist
2023-02-16,10916.46,10791.2,11017.79,10723.56,12806622,40889335355.3,2.7,-0.95,-103.5,1.29,index_zh_a_hist
2023-02-17,10770.44,10794.87,10912.34,10735.26,11980437,36787525144.5,1.64,0.03,3.67,1.21,index_zh_a_hist
2023-02-20,10807.87,10935.93,10952.89,10666.29,10281191,33633642317.1,2.65,1.31,141.06,1.04,index_zh_a_hist
2023-02-21,10923.57,10892.84,10955.84,10844.88,8852387,29113524989.3,1.01,-0.39,-43.09,0.89,index_zh_a_hist
2023-02-22,10844.8,10820.37,10938.73,10808.6,7428390,25001380321.8,1.19,-0.67,-72.47,0.75,index_zh_a_hist
2023-02-23,10809.69,10755.2,10916.04,10712.76,7351156,24756794674.0,1.88,-0.6,-65.17,0.74,index_zh_a_hist
2023-02-24,10755.36,10668.32,10764.34,10649.39,5863205,19823859210.8,1.07,-0.81,-86.88,0.59,index_zh_a_hist
2023-02-27,10634.72,10584.32,10683.51,10555.63,7070680,24285501025.6,1.2,-0.79,-84.0,0.71,index_zh_a_hist
2023-02-28,10594.66,10718.35,10744.87,10594.66,8584609,26873019139.3,1.42,1.27,134.03,0.86,index_zh_a_hist
2023-03-01,10726.5,10718.81,10743.6,10613.35,7999146,27269583152.3,1.22,0.0,0.46,0.81,index_zh_a_hist
2023-03-02,10691.35,10611.15,10705.35,10599.73,6898734,21435174667.9,0.99,-1.0,-107.66,0.69,index_zh_a_hist
2023-03-03,10627.97,10616.39,10725.83,10579.8,6187815,20977888919.0,1.38,0.05,5.24,0.62,index_zh_a_hist
2023-03-06,10620.05,10644.08,10695.37,10560.98,8306358,27891473585.6,1.27,0.26,27.69,0.84,index_zh_a_hist
2023-03-07,10631.76,10445.01,10710.94,10443.09,8703629,30195179258.8,2.52,-1.87,-199.07,0.88,index_zh_a_hist
2023-03-08,10412.22,10413.55,10463.8,10370.89,5754027,20050068459.9,0.89,-0.3,-31.46,0.58,index_zh_a_hist
2023-03-09,10437.47,10407.98,10472.66,10379.97,5629114,22136925165.2,0.89,-0.05,-5.57,0.57,index_zh_a_hist
2023-03-10,10353.47,10408.96,10489.7,10306.82,6950696,24424623473.7,1.76,0.01,0.98,0.7,index_zh_a_hist
2023-03-13,10364.71,10403.17,10425.53,10332.43,7655078,26762142060.6,0.89,-0.06,-5.79,0.77,index_zh_a_hist
2023-03-14,10395.96,10365.19,10510.29,10327.24,7605011,23984005210.9,1.76,-0.37,-37.98,0.77,index_zh_a_hist
2023-03-15,10416.69,10367.86,10507.67,10358.18,8218737,26840456845.6,1.44,0.03,2.67,0.83,index_zh_a_hist
2023-03-16,10336.46,10335.51,10470.99,10317.94,9495041,31448422507.2,1.48,-0.31,-32.35,0.96,index_zh_a_hist
2023-03-17,10376.37,10148.01,10397.18,10116.39,9515015,36989420415.8,2.72,-1.81,-187.5,0.96,index_zh_a_hist
2023-03-20,10126.1,10004.44,10126.1,9943.66,9068989,32602735517.3,1.8,-1.41,-143.57,0.91,index_zh_a_hist
2023-03-21,10044.64,10291.86,10294.89,10044.64,7542054,30624516651.4,2.5,2.87,287.42,0.76,index_zh_a_hist
2023-03-22,10322.93,10322.92,10376.41,10272.24,7299650,25748874496.9,1.01,0.3,31.06,0.73,index_zh_a_hist
2023-03-23,10293.56,10311.11,10379.75,10265.56,7093507,24437136229.2,1.11,-0.11,-11.81,0.71,index_zh_a_hist
2023-03-24,10321.46,10206.75,10392.19,10199.21,8272649,25574078654.9,1.87,-1.01,-104.36,0.83,index_zh_a_hist
2023-03-27,10207.53,10319.27,10406.36,10103.25,8820526,32170232491.4,2.97,1.1,112.52,0.89,index_zh_a_hist
2023-03-28,10333.48,10361.7,10414.89,10292.67,8551642,31043786390.1,1.18,0.41,42.43,0.86,index_zh_a_hist
2023-03-29,10379.32,10284.09,10379.6,10265.91,7318204,25479301016.9,1.1,-0.75,-77.61,0.74,index_zh_a_hist
2023-03-30,10297.32,10327.67,10343.1,10220.04,6369501,22299156177.7,1.2,0.42,43.58,0.64,index_zh_a_hist
2023-03-31,10330.77,10305.55,10373.36,10288.75,9224450,31173590323.4,0.82,-0.21,-22.12,0.93,index_zh_a_hist
2023-04-03,10295.15,10179.2,10318.31,10161.41,9835529,34423309575.6,1.52,-1.23,-126.35,0.99,index_zh_a_hist
2023-04-04,10189.12,10272.71,10274.44,10163.77,9720627,34449339912.5,1.09,0.92,93.51,0.98,index_zh_a_hist
2023-04-06,10269.97,10340.04,10348.74,10257.48,9179497,30689215029.7,0.89,0.66,67.33,0.92,index_zh_a_hist
2023-04-07,10335.52,10604.21,10620.01,10332.36,10784115,39191385671.1,2.78,2.55,264.17,1.09,index_zh_a_hist
2023-04-10,10625.56,10650.47,10746.7,10614.71,9756555,35237947796.1,1.24,0.44,46.26,0.98,index_zh_a_hist
2023-04-11,10683.53,10621.64,10759.93,10566.77,8084471,30091643989.0,1.81,-0.27,-28.83,0.81,index_zh_a_hist
2023-04-12,10616.32,10533.72,10705.24,10522.5,7099634,25209369048.9,1.72,-0.83,-87.92,0.71,index_zh_a_hist
2023-04-13,10513.53,10718.08,10746.06,10448.76,9723490,37307745792.3,2.82,1.75,184.36,0.98,index_zh_a_hist
2023-04-14,10782.69,10696.6,10883.56,10659.73,9106288,34957206397.3,2.09,-0.2,-21.48,0.92,index_zh_a_hist
2023-04-17,10668.47,10739.28,10775.0,10615.2,9546705,34566486583.9,1.49,0.4,42.68,0.96,index_zh_a_hist
2023-04-18,10668.22,10627.17,10692.83,10592.69,7927574,31232528710.4,0.93,-1.04,-112.11,0.8,index_zh_a_hist
2023-04-19,10602.51,10508.99,10618.42,10491.2,8016701,28425838300.7,1.2,-1.11,-118.18,0.81,index_zh_a_hist
2023-04-20,10519.56,10346.71,10552.19,10324.76,7578805,27923411041.6,2.16,-1.54,-162.28,0.76,index_zh_a_hist
2023-04-21,10329.8,10225.5,10397.37,10225.5,10063178,34820222192.0,1.66,-1.17,-121.21,1.01,index_zh_a_hist
2023-04-24,10271.05,10182.5,10348.05,10135.12,10657626,35456654540.4,2.08,-0.42,-43.0,1.07,index_zh_a_hist
2023-04-25,10178.54,9987.45,10179.06,9899.56,12445044,40504499834.8,2.74,-1.92,-195.05,1.25,index_zh_a_hist
2023-04-26,9974.74,10033.24,10102.02,9973.35,9487074,33425062350.5,1.29,0.46,45.79,0.96,index_zh_a_hist
2023-04-27,10035.06,10190.94,10243.87,10031.08,10437137,34964035428.2,2.12,1.57,157.7,1.05,index_zh_a_hist
2023-04-28,10199.57,10188.96,10251.04,10101.1,10354706,32600645759.4,1.47,-0.02,-1.98,1.04,index_zh_a_hist
2023-05-04,10186.09,10261.03,10310.12,10172.84,11265837,35226519284.1,1.35,0.71,72.07,1.13,index_zh_a_hist
2023-05-05,10258.03,10095.06,10258.86,10073.41,9079779,27921744401.3,1.81,-1.62,-165.97,0.91,index_zh_a_hist
2023-05-08,10152.76,10082.29,10180.47,9998.97,9015762,30535842761.8,1.8,-0.13,-12.77,0.91,index_zh_a_hist
2023-05-09,10065.34,9949.62,10110.0,9945.87,8858366,30062364872.1,1.63,-1.32,-132.67,0.89,index_zh_a_hist
2023-05-10,9940.93,9972.86,10006.92,9875.78,6994717,23289386156.2,1.32,0.23,23.24,0.7,index_zh_a_hist
2023-05-11,9984.28,9932.59,10116.83,9923.87,6739870,24176308285.8,1.93,-0.4,-40.27,0.68,index_zh_a_hist
2023-05-12,9924.3,9888.59,10016.63,9887.36,6751906,21100360968.0,1.3,-0.44,-44.0,0.68,index_zh_a_hist
2023-05-15,9873.94,10066.27,10070.61,9853.93,7111836,22993918393.0,2.19,1.8,177.68,0.72,index_zh_a_hist
2023-05-16,10113.61,10164.14,10205.39,10090.6,8784287,27981905459.5,1.14,0.97,97.87,0.88,index_zh_a_hist
2023-05-17,10144.79,10085.05,10154.99,10046.77,5829627,18505009889.9,1.06,-0.78,-79.09,0.59,index_zh_a_hist
2023-05-18,10084.93,10007.32,10130.65,9966.15,6153258,19097990139.0,1.63,-0.77,-77.73,0.62,index_zh_a_hist
2023-05-19,9995.55,10121.31,10167.99,9963.14,7131531,21522818614.5,2.05,1.14,113.99,0.72,index_zh_a_hist
2023-05-22,10132.4,10169.54,10245.96,10117.71,6685738,22452510189.9,1.27,0.48,48.23,0.67,index_zh_a_hist
2023-05-23,10182.54,10181.92,10315.72,10177.98,8698216,26112185425.8,1.35,0.12,12.38,0.88,index_zh_a_hist
2023-05-24,10143.1,10031.23,10143.95,10007.82,6796241,21297912311.9,1.34,-1.48,-150.69,0.68,index_zh_a_hist
2023-05-25,10008.23,9969.92,10027.56,9901.84,5955392,19325706855.1,1.25,-0.61,-61.31,0.6,index_zh_a_hist
2023-05-26,9967.16,10062.45,10115.79,9962.74,7661067,23708907281.6,1.54,0.93,92.53,0.77,index_zh_a_hist
2023-05-29,10060.32,10038.97,10125.76,9964.77,8321664,25208432865.8,1.6,-0.23,-23.48,0.84,index_zh_a_hist
2023-05-30,10029.12,9935.56,10071.26,9785.15,8045333,26339952610.6,2.85,-1.03,-103.41,0.81,index_zh_a_hist
2023-05-31,9932.23,9788.45,9957.57,9742.1,7933012,27848260722.8,2.17,-1.48,-147.11,0.8,index_zh_a_hist
2023-06-01,9770.33,9774.47,9886.67,9724.71,7615921,26681957865.6,1.65,-0.14,-13.98,0.77,index_zh_a_hist
2023-06-02,9804.56,9807.16,9855.91,9761.32,5912084,20377977361.5,0.97,0.33,32.69,0.6,index_zh_a_hist
2023-06-05,9825.92,9787.85,9836.15,9740.98,8483310,22929050311.6,0.97,-0.2,-19.31,0.85,index_zh_a_hist
2023-06-06,9787.49,9603.39,9787.49,9591.88,7888251,23497064983.6,2.0,-1.88,-184.46,0.79,index_zh_a_hist
2023-06-07,9616.95,9469.5,9637.54,9444.51,6551104,22462686752.5,2.01,-1.39,-133.89,0.66,index_zh_a_hist
2023-06-08,9459.5,9414.16,9479.87,9363.25,7065349,23220744711.3,1.23,-0.58,-55.34,0.71,index_zh_a_hist
2023-06-09,9412.73,9508.67,9552.58,9392.92,9793921,33411714810.0,1.7,1.0,94.51,0.99,index_zh_a_hist
2023-06-12,9486.36,9484.62,9521.19,9391.74,8137809,27029869934.7,1.36,-0.25,-24.05,0.82,index_zh_a_hist
2023-06-13,9472.68,9458.9,9540.75,9412.14,6864210,20933032682.7,1.36,-0.27,-25.72,0.69,index_zh_a_hist
2023-06-14,9455.66,9479.28,9575.75,9429.75,7087983,23811668217.0,1.54,0.22,20.38,0.71,index_zh_a_hist
2023-06-15,9508.3,9669.41,9669.41,9475.06,8511674,28351182944.4,2.05,2.01,190.13,0.86,index_zh_a_hist
2023-06-16,9676.35,9686.98,9757.99,9651.49,8097426,24530832468.5,1.1,0.18,17.57,0.82,index_zh_a_hist
2023-06-19,9674.57,9601.02,9674.74,9589.14,7487850,22239163411.1,0.88,-0.89,-85.96,0.75,index_zh_a_hist
2023-06-20,9600.39,9535.03,9652.01,9534.66,6071249,19223666915.2,1.22,-0.69,-65.99,0.61,index_zh_a_hist
2023-06-21,9505.74,9327.67,9510.54,9327.67,6872198,24094174075.2,1.92,-2.17,-207.36,0.69,index_zh_a_hist
2023-06-26,9263.76,9278.17,9342.76,9226.57,6807203,20533839891.5,1.25,-0.53,-49.5,0.69,index_zh_a_hist
2023-06-27,9299.19,9319.87,9419.44,9294.33,5520318,17083340763.6,1.35,0.45,41.7,0.56,index_zh_a_hist
2023-06-28,9326.64,9311.66,9360.67,9255.24,5224159,16479812145.7,1.13,-0.09,-8.21,0.53,index_zh_a_hist
2023-06-29,9310.4,9310.82,9369.46,9269.75,6090833,19234886304.0,1.07,-0.01,-0.84,0.61,index_zh_a_hist
